,id_target,disposition,period,duration
1406,389421473,CANDIDATE,5.3153476,4.347056
1407,262471759,CANDIDATE,4.0115394,2.2686483
1408,277890574,CANDIDATE,6.2643562,3.7445912
1409,401604346,CANDIDATE,2.1223673,1.5855365
1410,271478281,CANDIDATE,15.3365954,3.3499347
1411,24695044,CANDIDATE,4.1645693,2.0298334
1417,142105158,CANDIDATE,2.9360281,2.118
1418,219306934,CANDIDATE,1.3477558,1.173357
1422,260298958,CANDIDATE,0.8891392,1.2094135
1424,90850770,CANDIDATE,8.0016656,4.5607757
1425,38680052,CANDIDATE,0.6743453,0.9010413
1426,271806353,CANDIDATE,3.4391152,3.3615891
1428,317089588,CANDIDATE,12.7862335,4.6513762
1429,212253390,CANDIDATE,3.0911721,1.9714799
1430,280803917,CANDIDATE,5.129391,2.9020811
1431,406318573,CANDIDATE,5.1794021,2.58258
1432,272236017,CANDIDATE,2.4156482,2.837
1433,425561347,CANDIDATE,5.781385,2.5193378
1434,39018923,CANDIDATE,5.68083,3.807
1435,234330672,CANDIDATE,3.8300938,4.2606707
1437,278138619,CANDIDATE,10.1688722,4.3884108
1439,150437346,CANDIDATE,1.3926509,2.0374531
1441,306510653,CANDIDATE,2.2456869,3.155
1442,273695332,CANDIDATE,6.9309657,5.2921448
1443,388198242,CANDIDATE,0.5055105,0.648232
1444,271891552,CANDIDATE,3.5775562,3.531
1445,403135192,CANDIDATE,0.9018226,0.9023015
1446,405425498,CANDIDATE,4.2217534,2.6646631
1448,143410850,CANDIDATE,4.98668,2.267
1452,439444938,CANDIDATE,11.45959,0.956
1456,394722182,CANDIDATE,3.5315897,2.689
1458,231077395,CANDIDATE,3.3904897,2.878
1462,96973930,CANDIDATE,3.3243,2.337
1463,92562123,CANDIDATE,6.53144,5.713
1465,1989628303,CANDIDATE,5.46377,1.036
1466,278415929,CANDIDATE,3.7981107,3.914
1469,179580045,CANDIDATE,62.1624516,4.319
1471,47525799,CANDIDATE,,4.8120529
1473,229715760,CANDIDATE,11.5743401,5.764
1474,233066156,CANDIDATE,12.3794491,2.79
1475,367855829,CANDIDATE,85.4244796,3.6658465
1476,233688779,CANDIDATE,26.4581028,3.299
1477,265146266,CANDIDATE,11.9526103,2.74
1478,262880065,CANDIDATE,13.961418,4.5539281
1481,219501568,CANDIDATE,16.5899447,1.479
1484,229787062,CANDIDATE,1.9011481,1.042
1485,165530380,CANDIDATE,1.4937444,2.044
1486,159400561,CANDIDATE,,14.9235889
1487,235943205,CANDIDATE,121.3458207,6.62818
1488,310231275,CANDIDATE,0.8294084,0.5583289
1489,8348911,CANDIDATE,2.3262137,1.0045909
1490,459837008,CANDIDATE,3.4950281,0.9629765
1491,459837008,CANDIDATE,2.2890838,0.8192007
1492,20203297,CANDIDATE,7.1566025,1.218975
1494,441798995,CANDIDATE,2.8411128,1.5955086
1495,441798995,CANDIDATE,10.4032154,1.3390733
1496,2760710,CANDIDATE,,1.51
1497,198178505,CANDIDATE,,4.6288711
1499,265460043,CANDIDATE,32.8236817,15.237374
1500,142117976,CANDIDATE,46.5572634,7.2551802
1501,289164482,CANDIDATE,2.6796118,1.1615324
1502,289164482,CANDIDATE,1.1188034,1.0985454
1503,272679240,CANDIDATE,20.1545356,1.5487504
1504,198456933,CANDIDATE,76.864573,6.0353455
1505,288516853,CANDIDATE,101.9509736,12.4042036
1506,243313296,CANDIDATE,1.4663344,0.447
1507,115623434,CANDIDATE,3.1433617,1.6382706
1509,115583726,CANDIDATE,18.6016754,2.3690896
1510,264171144,CANDIDATE,210.668358,10.3865576
1511,237211410,CANDIDATE,12.5536564,5.9607692
1512,198211976,CANDIDATE,0.4018586,1.5779753
1515,237201858,CANDIDATE,179.4128684,11.1736179
1516,160077104,CANDIDATE,11.8117548,3.4772902
1517,462615350,CANDIDATE,8.9172703,2.6083809
1518,82452140,CANDIDATE,63.3751398,5.0450878
1520,321688498,CANDIDATE,0.3862305,0.9094327
1521,236934937,CANDIDATE,9.4059022,1.246
1522,236934268,CANDIDATE,7.0767314,2.444
1523,71347873,CANDIDATE,6.0684137,1.695
1524,284361752,CANDIDATE,340.3877311,9.2318877
1525,48018596,CANDIDATE,100.1147944,1.8314202
1526,165554103,CANDIDATE,139.2632286,15.5650549
1527,233500935,CANDIDATE,22.0476017,3.192
1528,229608594,CANDIDATE,,7.6412469
1529,362220495,CANDIDATE,165.0212761,3.5263664
1531,280031353,CANDIDATE,4.8566993,2.277
1532,280031353,CANDIDATE,15.4433582,3.724
1533,283829553,CANDIDATE,6.0541271,3.975
1536,70420766,CANDIDATE,9.4090394,2.6141097
1538,147284470,CANDIDATE,2.9906607,1.6654683
1539,270219048,CANDIDATE,2.681646,1.768811
1540,234489976,CANDIDATE,3.8686895,2.2993852
1541,328012209,CANDIDATE,20.2771081,6.2417946
1543,38467100,CANDIDATE,2.9432073,2.501
1545,147425389,CANDIDATE,3.1856867,3.218099
1546,325468685,CANDIDATE,1.8904029,1.4317665
1547,355446093,CANDIDATE,15.937546,4.5395335
1551,88840705,CANDIDATE,,4.6833042
1555,138126035,CANDIDATE,716.3497402,3.612
1556,300812741,CANDIDATE,20.2259183,0.692
1557,300812741,CANDIDATE,11.3072061,2.691
1559,69819610,CANDIDATE,1.0371,2.856
1561,175456679,CANDIDATE,42.91305,5.733
1562,177308364,CANDIDATE,82.78916,5.8398307
1563,394287035,CANDIDATE,17.1019622,3.357
1564,238920875,CANDIDATE,6.5346715,3.304
1565,415969908,CANDIDATE,11.6700392,2.0889054
1566,415969908,CANDIDATE,7.2015327,1.4193583
1568,168751223,CANDIDATE,4.7150942,2.436
1569,286000547,CANDIDATE,7.4972297,3.589
1570,358579111,CANDIDATE,14.2197641,6.416
1571,200743403,CANDIDATE,7.9980831,3.047
1573,88902249,CANDIDATE,7.7119328,3.994
1576,279514271,CANDIDATE,9.7728388,6.74
1577,12423815,CANDIDATE,2.8392809,1.5658959
1579,100267480,CANDIDATE,0.87741,0.472
1581,166834768,CANDIDATE,3.2553185,2.061
1582,311179742,CANDIDATE,8.3129806,4.171
1583,91555165,CANDIDATE,1.0526157,1.5288415
1584,91555165,CANDIDATE,42.1289893,4.6130523
1585,317483660,CANDIDATE,3.3311975,3.705
1587,317019074,CANDIDATE,1.2043785,1.047
1589,280095254,CANDIDATE,10.0902673,1.749928
1590,47601197,CANDIDATE,8.6251769,2.704
1591,47601197,CANDIDATE,4.8714085,2.643
1593,32925763,CANDIDATE,1.6804461,1.099
1594,177079323,CANDIDATE,5.7518756,2.366
1596,124515764,CANDIDATE,1.2709769,2.335
1597,30947715,CANDIDATE,3.66275,3.096
1598,124206468,CANDIDATE,7.0924883,2.869
1599,124095888,CANDIDATE,1.1258127,0.374
1600,436102447,CANDIDATE,5.1858,7.191
1603,204671232,CANDIDATE,8.71546,3.934
1604,302924206,CANDIDATE,6.9444047,2.085
1605,445456888,CANDIDATE,5.5436298,3.879
1606,39414571,CANDIDATE,4.0197555,2.688
1607,344085117,CANDIDATE,0.659752,0.367
1608,39218269,CANDIDATE,17.1869882,3.845
1609,441159680,CANDIDATE,5.74984,3.734
1610,401125028,CANDIDATE,5.1750108,1.715
1611,220068921,CANDIDATE,3.36376,3.418
1613,347357977,CANDIDATE,12.6826724,3.827
1614,432132155,CANDIDATE,4.8984239,3.752
1616,332558858,CANDIDATE,13.3368173,4.384
1617,439366538,CANDIDATE,4.31362,1.709
1618,164150537,CANDIDATE,6.1600755,1.808
1619,326522874,CANDIDATE,3.1825049,2.2888727
1621,231063955,CANDIDATE,3.497278,2.1683364
1622,201177276,CANDIDATE,5.4694164,1.8218501
1623,9006668,CANDIDATE,1.2730996,1.6241559
1625,39080923,CANDIDATE,5.0450365,1.8477691
1626,2760219,CANDIDATE,4.6610367,2.1064788
1628,382602147,CANDIDATE,2.1356844,1.8893368
1629,231850364,CANDIDATE,3.1580768,2.3429867
1632,382625239,CANDIDATE,1.3406837,2.106
1633,89544985,CANDIDATE,2.3365668,1.7355983
1635,369965258,CANDIDATE,2.1194575,1.9960996
1636,299897516,CANDIDATE,7.8368994,6.8111608
1637,149349867,CANDIDATE,5.9123969,4.659
1638,149349867,CANDIDATE,3.407226,3.942
1639,231071138,CANDIDATE,18.84184,3.184
1640,144297844,CANDIDATE,3.4977868,2.236
1641,144124187,CANDIDATE,15.7373186,3.993
1643,306337838,CANDIDATE,6.00327,3.947
1644,322807675,CANDIDATE,19.4061437,1.961
1645,219701535,CANDIDATE,5.4681892,1.814
1646,101948569,CANDIDATE,19.4711018,3.5004013
1648,11521555,CANDIDATE,5.8682143,3.943
1649,1525480,CANDIDATE,5.5094951,2.892
1651,142087638,CANDIDATE,20.3627006,4.5261776
1652,142087638,CANDIDATE,74.6046354,4.8933192
1653,142087638,CANDIDATE,746.0664156,4.0541514
1654,231297123,CANDIDATE,1.9794007,1.5055005
1656,153078576,CANDIDATE,2.7029187,1.6998642
1657,67630845,CANDIDATE,9.4636148,3.061
1665,161223358,CANDIDATE,0.5153007,1.0552261
1666,237922465,CANDIDATE,8.2754608,3.755
1669,358248442,CANDIDATE,18.9083552,6.2115147
1671,268532343,CANDIDATE,5.84259,3.747
1672,70524163,CANDIDATE,4.3474,4.684
1674,197807043,CANDIDATE,,4.208
1676,248387177,CANDIDATE,50.6939885,4.068
1677,97486178,CANDIDATE,4.08165,2.691
1680,420051632,CANDIDATE,7.0846226,3.3031143
1682,23170835,CANDIDATE,1.10071,0.909
1683,258804746,CANDIDATE,0.224195,0.292
1684,347553438,CANDIDATE,1.82738,1.491
1685,405763009,CANDIDATE,,2.8686583
1687,298164705,CANDIDATE,,5.0482027
1688,154568734,CANDIDATE,,8.7302689
1691,274194927,CANDIDATE,14.3614789,4.0964994
1692,118327550,CANDIDATE,7.3971935,1.1521779
1694,219175972,CANDIDATE,12.8900768,2.1970213
1695,219175972,CANDIDATE,5.5514857,2.0186927
1697,318753380,CANDIDATE,15.6692322,4.562853
1698,29959760,CANDIDATE,1.6473887,1.3242991
1700,142868621,CANDIDATE,18.685862,5.4844
1701,1167538,CANDIDATE,,8.291
1703,231721005,CANDIDATE,19.7576219,3.33
1704,170729775,CANDIDATE,16.6542431,7.792
1705,154618248,CANDIDATE,8.7709212,1.2351076
1706,408114363,CANDIDATE,17.8832414,4.3420932
1709,59128183,CANDIDATE,4.4414094,1.147
1710,67782629,CANDIDATE,8.5063687,2.8291905
1711,434260570,CANDIDATE,4.7204895,1.8235215
1712,311271011,CANDIDATE,,1.8522307
1713,117799904,CANDIDATE,14.1993538,2.5629666
1714,449197831,CANDIDATE,3.7369689,1.9917422
1715,192790476,CANDIDATE,19.1047019,3.2516728
1719,248434780,CANDIDATE,12.8643168,4.7778345
1720,452375478,CANDIDATE,10.6079445,12.7030565
1722,146523262,CANDIDATE,3.759205,2.9961712
1724,71013298,CANDIDATE,1.7556616,1.3491032
1728,298981199,CANDIDATE,7.1853092,2.347
1729,71088556,CANDIDATE,6.5857043,2.777
1730,248650906,CANDIDATE,,6.71
1731,399868187,CANDIDATE,1.2311781,2.756
1732,449257028,CANDIDATE,4.278752,4.11
1735,412054152,CANDIDATE,,4.091
1736,262435954,CANDIDATE,2.6473916,2.8595222
1737,167661160,CANDIDATE,36.8382429,4.9462843
1738,201793781,CANDIDATE,5.9911124,3.440027
1740,262258341,CANDIDATE,11.994832,3.374
1741,117938087,CANDIDATE,14.9315582,4.729
1743,68035559,CANDIDATE,8.3272872,2.517
1744,328934463,CANDIDATE,11.2347982,6.217
1745,369376388,CANDIDATE,1.5411563,1.8428292
1746,394346745,CANDIDATE,3.4024655,3.141
1747,139251123,CANDIDATE,10.7629334,4.3263483
1749,179985715,CANDIDATE,6.6153835,2.190148
1750,77437543,CANDIDATE,,7.474737
1753,123664207,CANDIDATE,,2.0935301
1754,282576340,CANDIDATE,8.3761316,1.976
1755,282576340,CANDIDATE,2.4087648,1.881
1756,33091590,CANDIDATE,7.795385,1.6941573
1757,160328683,CANDIDATE,1.5746828,1.9286406
1759,263179590,CANDIDATE,3.7378816,3.0145864
1762,206785987,CANDIDATE,2.9555854,3.2152265
1763,134471108,CANDIDATE,5.3256444,2.1732106
1766,206906112,CANDIDATE,13.5942966,4.8627714
1767,443127052,CANDIDATE,2.8972041,1.958
1769,354519019,CANDIDATE,17.3051476,3.4976316
1770,147430118,CANDIDATE,1.6951056,3.238
1775,124491883,CANDIDATE,2.3933087,5.507
1776,59842822,CANDIDATE,2.5577037,2.577
1777,317134140,CANDIDATE,6.3951381,4.047
1778,123627908,CANDIDATE,5.9016526,2.417
1779,295947393,CANDIDATE,5.4927168,7.906
1781,96925186,CANDIDATE,6.8979281,3.326
1782,47720259,CANDIDATE,6.9551801,2.062
1784,177414713,CANDIDATE,2.0944084,4.133
1786,148883384,CANDIDATE,2.0988541,4.365
1787,443213925,CANDIDATE,4.6410823,2.849
1788,169249234,CANDIDATE,7.185813,4.069
1789,149601126,CANDIDATE,23.349908,4.523
1790,149601126,CANDIDATE,49.2423796,6.93
1791,380836882,CANDIDATE,8.011385,5.197
1792,126572546,CANDIDATE,2.3018922,3.706
1793,83154030,CANDIDATE,11.7248927,5.928
1794,269333648,CANDIDATE,,8.943
1795,322063810,CANDIDATE,3.5104938,2.1661051
1796,52059926,CANDIDATE,,4.646
1797,262843259,CANDIDATE,8.1484094,3.192
1798,20579360,CANDIDATE,16.7224532,4.223
1799,418012030,CANDIDATE,6.6857865,2.896
1800,219332978,CANDIDATE,,8.475
1801,204698337,CANDIDATE,16.4452725,3.038
1802,20299658,CANDIDATE,31.9919595,8.8239957
1803,399967279,CANDIDATE,1035.1414469,4.804
1804,443115574,CANDIDATE,2.9103781,3.606
1805,201508515,CANDIDATE,0.985586,1.5285482
1807,354518617,CANDIDATE,12.7187255,3.1582562
1809,31054498,CANDIDATE,1.4118418,2.702
1810,431971818,CANDIDATE,4.1076978,2.8733245
1812,341419787,CANDIDATE,10.5305789,3.0265743
1813,149845414,CANDIDATE,7.9940367,4.271047
1817,80711765,CANDIDATE,4.8578823,5.7738752
1819,294500964,CANDIDATE,9.0702206,2.3369198
1820,6276559,CANDIDATE,5.436841,2.335
1821,31515092,CANDIDATE,2.3690272,1.8798763
1822,238542895,CANDIDATE,8.384818,4.258
1824,155491828,CANDIDATE,16.0475029,3.334
1825,468981993,CANDIDATE,8.0149323,4.6198374
1826,269400980,CANDIDATE,9.8305096,3.7879213
1827,283307274,CANDIDATE,17.7837633,4.2761459
1828,441453629,CANDIDATE,4.2002507,2.627
1831,441155146,CANDIDATE,3.5511203,2.634
1832,422385684,CANDIDATE,2.7754004,3.142
1833,420177051,CANDIDATE,4.0483695,2.896
1834,387409975,CANDIDATE,5.0182311,2.301
1835,334482103,CANDIDATE,3.7257102,2.143
1836,321086563,CANDIDATE,3.9682154,3.552
1837,284679064,CANDIDATE,4.2102292,2.486
1838,258920431,CANDIDATE,5.9839451,5.244
1839,257067559,CANDIDATE,3.4843271,3.522
1840,248655556,CANDIDATE,13.1147744,4.318
1842,239816546,CANDIDATE,2.9887607,2.794
1844,234489133,CANDIDATE,3.5985851,4.015
1845,160037058,CANDIDATE,4.5815438,3.367
1846,159332859,CANDIDATE,4.4817684,2.186
1847,142784687,CANDIDATE,3.1711173,3.31
1848,115453244,CANDIDATE,3.8229149,3.171
1849,112316665,CANDIDATE,3.7494409,2.452
1850,104986789,CANDIDATE,3.4577316,2.42
1853,102713734,CANDIDATE,3.397862,4.502
1854,37862966,CANDIDATE,3.5838508,3.085
1855,21279791,CANDIDATE,3.0183134,2.78
1856,7548817,CANDIDATE,4.52074,4.175
1857,458641144,CANDIDATE,4.6965638,3.056
1859,458647887,CANDIDATE,9.5835608,2.405
1860,68007716,CANDIDATE,5.4566563,3.783
1861,284418751,CANDIDATE,3.587158,1.23
1864,234832821,CANDIDATE,0.7460577,1.754
1866,284122875,CANDIDATE,3.4559382,4.21
1867,258983679,CANDIDATE,1.4711386,1.677
1868,229167359,CANDIDATE,2.682814,0.987
1871,220139435,CANDIDATE,3.6039259,3.737
1873,235333495,CANDIDATE,4.1554362,6.088
1874,37749396,CANDIDATE,13.4758499,1.8799705
1875,234160911,CANDIDATE,5.3376282,2.143
1876,456844391,CANDIDATE,6.0210332,2.211
1878,176772671,CANDIDATE,1.3326844,1.5938444
1880,146776480,CANDIDATE,20.6005793,1.4716288
1881,355800238,CANDIDATE,1.4509175,1.123
1882,149539158,CANDIDATE,2.2338786,3.0400001
1883,269850928,CANDIDATE,4.724665,4.3082924
1885,63898957,CANDIDATE,3.3639254,3.3430495
1889,149572298,CANDIDATE,13.3572104,4.947
1890,52315301,CANDIDATE,15.2015324,8.329
1891,263075864,CANDIDATE,4.8103038,3.2645009
1892,38965512,CANDIDATE,2.2687617,2.758
1893,273850708,CANDIDATE,1.8531628,2.019
1894,260537454,CANDIDATE,6.3187442,3.504
1895,231076038,CANDIDATE,8.2500143,3.317
1896,31943299,CANDIDATE,12.4724734,3.649
1898,394346647,CANDIDATE,10.3558635,3.548
1899,388202128,CANDIDATE,2.4125012,1.209
1900,382259755,CANDIDATE,1.2207037,2.186
1902,349410350,CANDIDATE,3.0235362,2.189
1903,308396509,CANDIDATE,2.1481182,3.438
1904,300604770,CANDIDATE,3.4562542,2.208
1905,262829328,CANDIDATE,1.0649771,1.425
1906,260541432,CANDIDATE,0.8715953,1.271
1907,259901731,CANDIDATE,11.4856846,4.093
1909,391900348,CANDIDATE,9.7130596,1.661
1910,140067837,CANDIDATE,6.6314734,2.431
1912,386131764,CANDIDATE,18.1960491,4.8596477
1913,318812447,CANDIDATE,,4.8897805
1914,358557578,CANDIDATE,7.4560799,7.1690171
1915,119925436,CANDIDATE,3.105494,4.508
1917,458342769,CANDIDATE,3.9303977,0.9189499
1918,98753307,CANDIDATE,15.3281169,4.1138054
1920,135036669,CANDIDATE,0.9112206,2.003082
1921,162802770,CANDIDATE,4.8806203,1.2670303
1925,372818426,CANDIDATE,1.4436706,2.134
1926,349966879,CANDIDATE,0.3125737,0.526
1927,234527228,CANDIDATE,0.5136654,1.012
1928,231833236,CANDIDATE,4.7760382,1.274
1929,230980206,CANDIDATE,3.375591,3.489
1931,453100296,CANDIDATE,2.229735,1.57
1933,372852036,CANDIDATE,2.484912,1.686
1934,149394317,CANDIDATE,0.9268486,1.011
1935,200805484,CANDIDATE,2.967599,1.688
1936,166851829,CANDIDATE,4.7277153,2.5
1937,231065398,CANDIDATE,7.7898378,3.095
1938,160004025,CANDIDATE,2.7985528,2.459
1939,31634579,CANDIDATE,8.8759249,3.744
1940,147456499,CANDIDATE,1.2558789,1.795
1941,164767175,CANDIDATE,10.7510107,2.943424
1942,164767175,CANDIDATE,6.19132,3.4164
1943,372817671,CANDIDATE,5.0183771,3.218
1944,144125079,CANDIDATE,3.6257584,2.814
1945,423672208,CANDIDATE,3.790687,2.958
1946,423666115,CANDIDATE,0.58228,0.691
1948,186936449,CANDIDATE,2.8456575,2.576
1950,348684813,CANDIDATE,7.7515759,3.186
1951,192076548,CANDIDATE,1.1159326,1.013
1954,190721237,CANDIDATE,748.5175872,3.325
1955,190081497,CANDIDATE,3.1630387,4.661
1957,1018843,CANDIDATE,1.9126534,2.014
1959,179033846,CANDIDATE,1.476869,1.451
1960,420016507,CANDIDATE,3.4082154,3.901
1961,398736713,CANDIDATE,6.4967452,1.8
1962,354517490,CANDIDATE,3.4523955,1.624
1963,323295908,CANDIDATE,3.8539027,2.906
1964,219253008,CANDIDATE,5.066175,6.2992409
1966,209408136,CANDIDATE,3.1292868,1.545
1967,200803270,CANDIDATE,2.5981987,1.412
1968,200320748,CANDIDATE,1.5292851,1.167
1969,161568891,CANDIDATE,2.4756487,2.461
1970,161479081,CANDIDATE,3.4711465,1.606
1971,159989004,CANDIDATE,3.5746058,1.153
1972,155993822,CANDIDATE,4.0944492,4.233
1973,98728690,CANDIDATE,2.1415519,2.989
1974,92363023,CANDIDATE,3.4180406,2.242
1976,92359852,CANDIDATE,4.1549988,2.873
1977,71345362,CANDIDATE,3.8821916,3.126
1978,38399060,CANDIDATE,3.6506781,2.79
1979,30016082,CANDIDATE,1.3225635,1.683
1981,140284353,CANDIDATE,0.5566811,0.473
1982,139445621,CANDIDATE,6.409365,1.707
1983,139445453,CANDIDATE,4.3169755,4.523
1984,100683605,CANDIDATE,3.270563,1.682
1985,77958378,CANDIDATE,5.8259928,2.442
1989,56096837,CANDIDATE,4.6636858,2.604
1990,44791617,CANDIDATE,2.169466,1.653
1991,43604949,CANDIDATE,1.9422802,2.768
1992,43475220,CANDIDATE,6.1735306,3.163
1993,32677675,CANDIDATE,3.6364993,3.509
1994,169448771,CANDIDATE,18.010652,4.952
1995,457202957,CANDIDATE,1.8851834,1.428
1998,452810326,CANDIDATE,2.3540163,2.416
2000,408231638,CANDIDATE,10.7448417,3.298
2001,396896334,CANDIDATE,5.7604868,3.08
2002,362026280,CANDIDATE,3.078479,2.424
2003,332660287,CANDIDATE,1.2434016,0.939
2004,332534326,CANDIDATE,2.4993895,2.99
2005,311239796,CANDIDATE,4.9640641,4.908
2006,284859630,CANDIDATE,7.5420435,3.854
2008,248655096,CANDIDATE,2.7625084,2.037
2009,176314383,CANDIDATE,3.3759446,3.538
2011,169448297,CANDIDATE,2.1473577,2.706
2012,167714124,CANDIDATE,4.162733,3.319
2013,153725446,CANDIDATE,0.708548,0.845
2014,152477897,CANDIDATE,3.3843865,3.845
2015,119290630,CANDIDATE,1.4875055,1.874
2016,100780304,CANDIDATE,0.1846924,0.386
2017,100589633,CANDIDATE,3.9471513,1.993
2018,51830822,CANDIDATE,0.6711626,1.168
2019,42763678,CANDIDATE,1.7246234,1.979
2020,39724477,CANDIDATE,4.0350169,2.108
2022,37240067,CANDIDATE,2.5082498,1.393
2023,34729329,CANDIDATE,0.9953936,2.238
2025,34266522,CANDIDATE,3.7170532,3.751
2026,21505121,CANDIDATE,4.5879078,3.464
2027,20069685,CANDIDATE,1.9663653,1.637
2028,91869778,CANDIDATE,3.4771921,2.002
2029,445946478,CANDIDATE,3.3328544,6.488
2030,445145355,CANDIDATE,1.5174038,1.635
2031,319473643,CANDIDATE,3.1474843,0.913
2033,301281965,CANDIDATE,0.5348968,0.504
2034,283303192,CANDIDATE,2.9884191,3.575
2035,282102605,CANDIDATE,1.2541679,2.294
2037,279989567,CANDIDATE,0.787177,1.515
2038,237770757,CANDIDATE,1.7932884,3.299
2039,237736186,CANDIDATE,4.9208778,3.888
2041,237552878,CANDIDATE,4.7838171,2.035
2042,235448190,CANDIDATE,6.9724832,5.156
2044,235300016,CANDIDATE,6.8204309,3.723
2045,231157209,CANDIDATE,7.4710819,2.511
2046,170367033,CANDIDATE,4.9197461,3.023
2047,168191686,CANDIDATE,1.6281719,2.128
2049,148004811,CANDIDATE,3.3187528,1.96
2050,147437399,CANDIDATE,1.5622382,1.676
2051,147125706,CANDIDATE,3.4813976,2.694
2052,147034452,CANDIDATE,4.5302876,2.713
2053,134315574,CANDIDATE,1.5971584,3.429
2055,130611752,CANDIDATE,0.4405893,1.075
2056,96736412,CANDIDATE,6.1214801,3.861
2058,78441371,CANDIDATE,3.9980153,3.793
2059,53122063,CANDIDATE,2.276734,1.832
2060,52976395,CANDIDATE,1.0191022,1.228
2062,48806546,CANDIDATE,0.934057,1.318
2063,443556801,CANDIDATE,1.5080197,1.032
2064,443534757,CANDIDATE,3.08858,2.214
2065,439456714,CANDIDATE,3.9934418,1.9693065
2066,438057373,CANDIDATE,4.5697688,3.369
2068,435934762,CANDIDATE,2.8504334,3.768
2069,420962989,CANDIDATE,0.5993364,1.024
2070,388934707,CANDIDATE,4.4430866,1.787
2072,35636165,CANDIDATE,3.4590552,3.001
2073,35483319,CANDIDATE,1.9297769,1.701
2074,332860211,CANDIDATE,4.4445101,2.737
2075,319735319,CANDIDATE,2.9038027,3.511
2077,317546777,CANDIDATE,4.9062135,1.671
2078,317417916,CANDIDATE,2.7636665,1.279
2079,306903715,CANDIDATE,4.8682357,4.411
2080,302976834,CANDIDATE,2.3044132,3.102
2081,302766000,CANDIDATE,0.2571432,0.362
2082,300204369,CANDIDATE,11.5054399,2.459
2083,281987399,CANDIDATE,3.7576217,4.483
2084,270677031,CANDIDATE,4.3217658,5.515
2085,255756918,CANDIDATE,4.0646554,2.813
2086,251209368,CANDIDATE,3.0071496,4.461
2087,122613513,CANDIDATE,11.4707838,3.698
2088,247518629,CANDIDATE,2.3341583,3.553
2089,237406657,CANDIDATE,3.7482756,4.989
2090,237362186,CANDIDATE,7.1185659,1.734
2091,235077268,CANDIDATE,0.3559702,0.523
2092,232139628,CANDIDATE,4.7654865,4.43
2093,232052748,CANDIDATE,3.6337247,1.763
2094,220076110,CANDIDATE,4.808498,1.405
2095,206897186,CANDIDATE,4.2380604,3.385
2096,160347548,CANDIDATE,3.994474,4.436
2097,156887426,CANDIDATE,1.4367914,2.178
2098,42054565,CANDIDATE,10.1843061,1.7293131
2099,147804034,CANDIDATE,7.7538288,3.454
2100,140287227,CANDIDATE,5.4139736,2.952
2101,139444326,CANDIDATE,3.5266608,2.105
2102,124379043,CANDIDATE,1.962292,2.935
2103,44764338,CANDIDATE,4.8033954,0.562
2105,193220940,CANDIDATE,11.4045112,3.947
2106,11936042,CANDIDATE,3.9919239,2.768
2107,192988021,CANDIDATE,9.4453792,2.54
2108,45655786,CANDIDATE,3.1661578,2.404
2109,38696105,CANDIDATE,5.5765284,2.28
2110,80682484,CANDIDATE,8.4035402,3.893
2113,133427311,CANDIDATE,4.5654898,1.883
2114,268187322,CANDIDATE,5.4791626,4.627
2115,306663205,CANDIDATE,3.4044402,1.895
2116,131581522,CANDIDATE,3.059168,4.992
2117,285526706,CANDIDATE,6.2804387,3.263
2118,151483286,CANDIDATE,4.0397189,3.655
2120,29781292,CANDIDATE,56.0065499,9.3931932
2122,29781292,CANDIDATE,84.2590926,10.0064967
2123,29781292,CANDIDATE,22.8910865,2.6252134
2124,130948731,CANDIDATE,13.344434,3.005
2125,281489322,CANDIDATE,0.2856701,0.297
2126,130349701,CANDIDATE,2.8798613,4.111
2127,271035369,CANDIDATE,4.7962078,3.328
2128,128135100,CANDIDATE,2.2087864,4.045
2129,268496304,CANDIDATE,5.9492615,4.304
2130,123462119,CANDIDATE,1.9275568,2.621
2131,440775339,CANDIDATE,5.3393042,2.965
2132,268042363,CANDIDATE,4.6141256,1.566
2133,114103134,CANDIDATE,1.1469027,1.543
2134,382626661,CANDIDATE,17.6175331,3.8738004
2136,259165246,CANDIDATE,2.6926692,3.101
2137,107340585,CANDIDATE,2.6889686,2.677
2138,238335094,CANDIDATE,4.3897272,3.234
2139,156172268,CANDIDATE,4.6391531,3.239
2141,144628120,CANDIDATE,3.2379325,3.112
2143,81231810,CANDIDATE,5.4521068,4.702
2144,182470056,CANDIDATE,0.879268,1.529
2146,178577607,CANDIDATE,1.532427,2.351
2147,79930628,CANDIDATE,2.1663502,4.258
2148,178162579,CANDIDATE,3.5514016,2.207
2149,79030066,CANDIDATE,1.8882882,2.714
2150,387342052,CANDIDATE,3.5524144,2.784
2152,66151343,CANDIDATE,2.6792695,2.56
2153,175604949,CANDIDATE,2.648845,2.131
2154,285524410,CANDIDATE,3.0249623,3.651
2155,61687533,CANDIDATE,2.9510628,3.404
2156,220459976,CANDIDATE,32.332528,3.459632
2157,453105377,CANDIDATE,6.6329154,0.598
2158,174206540,CANDIDATE,4.8257226,4.145
2159,52869977,CANDIDATE,0.400777,0.886
2160,173818213,CANDIDATE,3.2923881,1.427
2161,50989813,CANDIDATE,0.9008643,1.419
2162,437156845,CANDIDATE,3.4906402,1.586
2163,172630205,CANDIDATE,0.599092,1.232
2164,419148828,CANDIDATE,0.3109299,0.42
2165,47587394,CANDIDATE,2.4181961,1.814
2166,157655504,CANDIDATE,3.9589903,3.5
