,id_target,disposition,period,duration,koi_time0bk
4581,9005321,CANDIDATE,384.6961,6.167,365.0874
4590,5563300,CANDIDATE,71.05457555,1.9162,134.734589
4591,12253769,CANDIDATE,20.5512722,4.639,141.087
4593,8054719,CANDIDATE,7.5861587,4.32,132.7988
4596,4762283,CANDIDATE,42.049523793,2.1372,167.3423568
4598,3849187,CANDIDATE,6.60180003,2.624,137.476
4599,2976017,CANDIDATE,3.19938075,1.761,133.01116
4600,6786224,CANDIDATE,3.04185157,1.434,132.50422
4604,11072016,CANDIDATE,1.89873195,1.382,132.09278
4605,3245969,CANDIDATE,11.39110963,2.749,137.69665
4607,7902003,CANDIDATE,7.13044117,2.566,135.594
4611,11905409,CANDIDATE,18.0939004,3.294,139.01706
4612,9571186,CANDIDATE,34.9524256,1.717,163.52048
4618,5612697,CANDIDATE,15.1516409,5.105,133.9226
4619,8973285,CANDIDATE,7.4213444,2.361,137.493
4622,3758922,CANDIDATE,17.7412303,4.816,144.3554
4623,8360041,CANDIDATE,2.63527677,1.997,133.97919
4625,9782748,CANDIDATE,147.388124,8.781,174.6537
4626,2860656,CANDIDATE,4.11497357,3.025,135.318
4645,7094944,CANDIDATE,7.5019743,2.582,135.0995
4648,6425597,CANDIDATE,29.1206519,2.89,138.4718
4651,10917433,CANDIDATE,6.91261536,2.359,132.15638
4652,5091479,CANDIDATE,25.8616058,7.78,140.2048
4656,8874090,CANDIDATE,18.9060921,4.125,140.82932
4657,8331612,CANDIDATE,25.6970688,3.739,144.2286
4661,8328916,CANDIDATE,6.07855,3.408,132.5345
4664,10155029,CANDIDATE,2.131660527,1.8585,133.13431
4665,11618569,CANDIDATE,5.75902182,2.687,132.16301
4666,11973517,CANDIDATE,0.903763067,0.562,131.51926
4668,7345248,CANDIDATE,5.66494448,4.173,136.33835
4677,6690171,CANDIDATE,85.0624157,4.6964,149.220739
4680,5193659,CANDIDATE,14.3196417,3.781,134.16323
4682,6220312,CANDIDATE,5.2736268,5.291,135.6461
4683,6358937,CANDIDATE,24.5041103,6.065,140.1805
4686,7771181,CANDIDATE,9.97202023,1.425,137.71181
4694,4366323,CANDIDATE,40.3511707,3.97,153.40933
4695,2853029,CANDIDATE,72.9332762,3.829,198.11468
4698,6955671,CANDIDATE,12.6878176,4.262,136.1525
4699,5097856,CANDIDATE,483.36405,15.61,483.0784
4704,8278073,CANDIDATE,12.0729757,3.783,142.429
4707,10810859,CANDIDATE,82.401274,6.48,140.6557
4708,7017274,CANDIDATE,11.91256675,6.126,143.15988
4709,6767227,CANDIDATE,4.08197713,2.943,132.10953
4713,2986833,CANDIDATE,0.912179022,1.332,131.81174
4716,11853130,CANDIDATE,76.87935893,2.3819,146.882451
4718,9345933,CANDIDATE,13.0151826,3.613,134.74697
4724,11338056,CANDIDATE,2.87998334,1.658,131.48485
4727,10676750,CANDIDATE,21.08678557,0.978,135.5636
4732,9581589,CANDIDATE,5.19206571,3.716,134.5614
4733,11804437,CANDIDATE,449.01499,12.58,144.707
4737,8280511,CANDIDATE,17.4532945,4.027,146.66244
4741,4813793,CANDIDATE,6.70242786,1.221,133.17733
4743,7266212,CANDIDATE,7.79534033,3.406,138.03216
4747,9419020,CANDIDATE,2.40174996,1.413,131.7811
4749,4270799,CANDIDATE,115.238544,7.653,155.5989
4750,8811490,CANDIDATE,21.7434141,8.143,148.935
4754,8094120,CANDIDATE,5.6795377,3.757,132.95
4758,9935642,CANDIDATE,9.33955596,2.058,138.11016
4760,7285757,CANDIDATE,19.5489666,1.78,149.78882
4761,7285757,CANDIDATE,7.41834569,2.462,133.51738
4767,4262040,CANDIDATE,92.461135,14.344,211.1951
4770,4840672,CANDIDATE,9.2294726,2.446,136.173
4772,7287677,CANDIDATE,18.3721835,3.738,149.4627
4775,7692248,CANDIDATE,17.99562529,0.871,145.60092
4779,6691169,CANDIDATE,63.095068,9.485,158.1168
4783,8280511,CANDIDATE,21.7203362,4.252,134.7659
4791,6520519,CANDIDATE,1.97650073,1.788,132.95624
4792,9459162,CANDIDATE,3.79892774,4.112,133.289
4794,9969287,CANDIDATE,14.7401061,5.637,133.5305
4798,10747501,CANDIDATE,4.7309013,2.889,135.19333
4799,10586744,CANDIDATE,21.3761817,8.543,143.6293
4800,11970050,CANDIDATE,6.58753699,2.043,138.0427
4809,5308296,CANDIDATE,36.721576,7.758,151.2481
4812,3122872,CANDIDATE,96.81647,10.227,136.55813
4814,9702945,CANDIDATE,3.51413723,3.919,132.40707
4815,11401253,CANDIDATE,4.96504981,2.212,135.55399
4818,10549902,CANDIDATE,1.141148847,1.629,132.24561
4819,12416597,CANDIDATE,12.460565,3.903,139.2206
4820,11135694,CANDIDATE,19.5945772,6.77,150.1394
4822,10065053,CANDIDATE,409.87844,10.58,238.9944
4829,10291589,CANDIDATE,7.08757462,3.342,138.27614
4830,10118266,CANDIDATE,3.74318005,1.111,135.13816
4831,5695615,CANDIDATE,5.4169303,7.512,133.7916
4835,5651846,CANDIDATE,31.1920226,2.849,153.83296
4837,12401132,CANDIDATE,7.630545,3.63,907.04471
4840,6424561,CANDIDATE,6.6716723,2.693,131.92708
4843,10000162,CANDIDATE,409.38645,13.78,340.621
4850,7949593,CANDIDATE,17.7662938,3.079,146.6886
4853,7098255,CANDIDATE,11.56722589,2.507,132.25385
4855,4670361,CANDIDATE,631.56889,14.37,145.0148
4859,10584140,CANDIDATE,4.31724247,4.126,133.4243
4860,8233326,CANDIDATE,3.74099144,5.428,132.2112
4861,4940203,CANDIDATE,302.779824,16.847,355.5989
4875,6268648,CANDIDATE,94.094392,10.833,196.7503
4878,10935993,CANDIDATE,25.3736543,2.619,151.8667
4879,5257082,CANDIDATE,10.08535311,1.75,140.97143
4881,8628665,CANDIDATE,10.2856373,3.043,141.20764
4884,5881307,CANDIDATE,393.95608,13.89,388.3294
4886,4645174,CANDIDATE,34.7496038,4.548,158.68412
4890,6124137,CANDIDATE,227.83457,21.59,238.7643
4900,11657614,CANDIDATE,24.352541,2.782,147.1949
4902,5687986,CANDIDATE,382.30306,8.83,356.7308
4903,11125797,CANDIDATE,58.1263775,4.018,163.11687
4904,9785921,CANDIDATE,26.7575866,5.858,137.28717
4910,3559860,CANDIDATE,33.0257179,6.032,161.01
4925,6543893,CANDIDATE,3.80675878,2.092,133.7492
4928,6705026,CANDIDATE,34.1086562,6.405,158.431
4931,5553959,CANDIDATE,10.0100312,1.35,131.61434
4934,5384713,CANDIDATE,12.67143692,2.498,137.50707
4935,5384713,CANDIDATE,60.32668824,1.6864,145.057472
4936,5384713,CANDIDATE,2.63595435,1.309,132.31984
4946,6451368,CANDIDATE,5.3360574,3.877,132.605
4956,8644365,CANDIDATE,10.54841329,1.872,139.06402
4957,5888187,CANDIDATE,133.6348207,1.584,236.35163
4959,3348216,CANDIDATE,32.510844,3.254,136.62491
4963,10793576,CANDIDATE,10.90752977,2.764,136.60797
4974,7047922,CANDIDATE,10.5226374,3.864,140.0656
4982,5894182,CANDIDATE,494.485085,3.905,527.70941
4986,6947668,CANDIDATE,14.0545718,4.066,133.0972
4990,10290666,CANDIDATE,6.86674226,4.216,135.3543
5003,3848966,CANDIDATE,29.7681831,9.425,155.5003
5006,9452897,CANDIDATE,36.7662364,3.305,157.14332
5010,6209677,CANDIDATE,2.53742164,1.563,132.34623
5012,9664276,CANDIDATE,62.596544,11.477,185.9931
5027,7748487,CANDIDATE,15.5764061,5.382,135.9482
5028,3219037,CANDIDATE,10.00506974,3.481,136.83029
5030,5710069,CANDIDATE,36.2580749,5.917,146.8338
5031,9967009,CANDIDATE,12.4326997,7.81,142.1049
5032,9967009,CANDIDATE,30.9902997,9.454,141.441
5050,6200810,CANDIDATE,35.8754482,3.972,147.5086
5052,3561464,CANDIDATE,35.8007112,8.219,144.92169
5054,3561464,CANDIDATE,4.32710579,3.872,131.5891
5058,4844470,CANDIDATE,60.532988,7.086,134.57461
5061,9995771,CANDIDATE,15.0617835,6.31,140.1111
5076,9966219,CANDIDATE,17.9559673,6.237,139.0347
5078,5531953,CANDIDATE,1.992812339,2.066,131.70565
5083,6231721,CANDIDATE,2.69339974,1.936,131.9006
5084,9536108,CANDIDATE,10.43003118,2.029,133.2962
5085,8905246,CANDIDATE,27.63714708,1.7277,143.93342
5089,5460434,CANDIDATE,50.563697,5.381,145.8658
5098,7869917,CANDIDATE,11.8061737,4.472,138.2641
5103,11922778,CANDIDATE,65.427645,9.404,176.2733
5109,2975770,CANDIDATE,369.069345,5.832,298.3962
5118,7692093,CANDIDATE,11.16622885,3.389,134.96951
5121,7772914,CANDIDATE,23.1334494,3.602,154.45296
5122,3529290,CANDIDATE,8.9539656,4.898,132.8453
5123,3529290,CANDIDATE,13.7281373,5.304,143.55218
5125,6025124,CANDIDATE,26.83771808,1.6162,158.125331
5127,5531953,CANDIDATE,3.53105835,1.778,134.3171
5129,6277410,CANDIDATE,6.32589574,1.383,133.27081
5130,9843517,CANDIDATE,11.9378354,4.652,133.2612
5131,8812045,CANDIDATE,32.715906,10.79,135.9204
5133,3101923,CANDIDATE,82.331756,8.664,133.0814
5143,5621333,CANDIDATE,27.0965146,8.42,139.3521
5144,5621333,CANDIDATE,11.5474983,6.684,139.9777
5146,3236705,CANDIDATE,83.2664103,2.813,194.23925
5148,11810124,CANDIDATE,11.6044881,3.409,139.05603
5151,2849140,CANDIDATE,11.8237228,8.518,139.4199
5155,8121328,CANDIDATE,19.0689513,12.462,145.7515
5170,6043538,CANDIDATE,6.2253374,4.388,133.0882
5174,7289338,CANDIDATE,12.5014905,3.882,142.55934
5175,5004909,CANDIDATE,40.6511021,11.282,164.5528
5176,6278670,CANDIDATE,89.945828,2.286,133.5634
5177,5898983,CANDIDATE,40.1454757,5.2,133.7186
5182,5617259,CANDIDATE,1.048130894,5.6707,132.3528023
5184,9474756,CANDIDATE,17.6062701,6.134,147.1894
5196,5308663,CANDIDATE,20.0679247,5.236,150.7703
5200,6356400,CANDIDATE,541.92452,21.4,326.8745
5201,9117416,CANDIDATE,3.15722086,3.762,131.69915
5202,5900235,CANDIDATE,58.7701045,6.995,174.775
5203,9474756,CANDIDATE,6.685438,5.09,132.3184
5205,7517261,CANDIDATE,8.5433774,6.149,137.9895
5213,5877292,CANDIDATE,11.7201693,2.399,136.1871
5217,9845909,CANDIDATE,11.5706005,3.073,136.28577
5218,9221528,CANDIDATE,16.2953228,4.882,144.7982
5219,6106046,CANDIDATE,8.5073512,2.266,135.8115
5224,9230021,CANDIDATE,15.8283833,3.643,144.3927
5233,6058816,CANDIDATE,4.7482669,4.947,135.8003
5240,4263529,CANDIDATE,10.10404351,1.0022,132.892841
5247,7697103,CANDIDATE,13.9248005,5.016,142.04732
5248,9267996,CANDIDATE,19.6001405,8.613,138.5631
5251,7093401,CANDIDATE,34.08429351,1.3521,152.06766
5277,4820550,CANDIDATE,202.1168173,4.683,292.05064
5294,11547869,CANDIDATE,10.72725536,1.7541,132.90239
5303,6525946,CANDIDATE,2.508116,2.504,133.98497
5315,9973109,CANDIDATE,16.0988294,5.686,131.8764
5328,5966810,CANDIDATE,247.891041,18.363,133.92838
5332,6863158,CANDIDATE,1.99469354,5.297,131.5639
5343,8308347,CANDIDATE,164.950399,30.86,280.9154
5351,10281221,CANDIDATE,0.582895412,1.0528,131.621083
5352,6525946,CANDIDATE,0.496069986,1.5568,132.28138
5361,7017372,CANDIDATE,5.24088367,3.3656,136.02877
5374,3128552,CANDIDATE,6.13074243,2.84,131.85782
5381,6887030,CANDIDATE,5.44085762,2.119,134.29408
5387,8323764,CANDIDATE,6.714247798,3.3304,134.31703
5391,5008245,CANDIDATE,2.60720833,2.6452,131.84844
5415,4075067,CANDIDATE,17.7476059,5.066,139.3464
5421,12301181,CANDIDATE,2.18565886,1.966,132.45418
5454,6891124,CANDIDATE,3.52364689,3.439,134.1864
5459,9489524,CANDIDATE,4.78850084,2.099,135.4574
5463,7813039,CANDIDATE,141.73403059,1.5851,167.345982
5466,6531617,CANDIDATE,433.220461,2.725,271.04277
5468,12061969,CANDIDATE,1.090011003,1.5,131.58066
5469,4164922,CANDIDATE,18.2572722,3.434,134.44527
5527,8365739,CANDIDATE,2.38920105,3.15,132.05991
5534,8827930,CANDIDATE,288.3128666,5.419,374.79958
5545,6790592,CANDIDATE,106.18732,10.29,180.796
5549,6508221,CANDIDATE,9.74765878,2.62,139.16424
5551,6952971,CANDIDATE,309.89103,16.4,259.0588
5561,4147444,CANDIDATE,1.803697292,1.5922,131.51365
5581,5769943,CANDIDATE,1.013774136,1.2774,131.95888
5582,4638237,CANDIDATE,290.1401717,2.1583,307.250618
5596,12154526,CANDIDATE,1.72110057,1.922,132.76068
5605,6507433,CANDIDATE,4.7425521,1.11,133.13755
5609,8765560,CANDIDATE,47.1096306,5.741,144.13172
5621,8780959,CANDIDATE,18.577903,20.11,142.171
5642,5008501,CANDIDATE,0.968026356,0.7143,131.756162
5645,5184709,CANDIDATE,10.57910009,1.4553,141.07251
5650,7778664,CANDIDATE,5.0263815,4.384,135.5595
5660,5211199,CANDIDATE,6.68231249,3.251,132.18853
5675,7834712,CANDIDATE,66.119119,3.086,145.2356
5676,9574614,CANDIDATE,0.982090079,1.44892,131.701452
5684,8189801,CANDIDATE,0.66682654,0.7847,133.041202
5700,10028352,CANDIDATE,1.38680229,1.7065,132.532038
5711,9205938,CANDIDATE,199.66876,8.996,131.609
5747,10917681,CANDIDATE,12.89623554,2.625,136.82697
5754,7134626,CANDIDATE,2.52443998,2.369,133.77012
5756,11246161,CANDIDATE,0.5374094,1.2039,131.49675
5765,10352333,CANDIDATE,1.570592397,0.623,131.530377
5773,12253474,CANDIDATE,6.422943288,1.0815,135.55302
5777,3764879,CANDIDATE,1.306984786,1.194,131.529128
5781,9602613,CANDIDATE,4.61225043,2.695,133.86134
5813,7601665,CANDIDATE,3.11141514,3.074,132.4992
5829,9149789,CANDIDATE,0.352515897,1.0525,132.01659
5831,7051984,CANDIDATE,0.339069751,1.1516,131.86957
5838,7613620,CANDIDATE,0.619023176,1.496,131.92817
5839,3345675,CANDIDATE,120.00336404,3.3803,250.137832
5854,4947556,CANDIDATE,141.608555,7.685,190.27633
5855,7287028,CANDIDATE,3.6092231,2.8,132.463
5857,8376848,CANDIDATE,11.4927112,7.764,133.3086
5859,4173026,CANDIDATE,116.583183,5.8,246.6275
5878,7300182,CANDIDATE,172.820248,7.343,302.0399
5897,9904006,CANDIDATE,20.1890396,6.251,142.19429
5902,7366501,CANDIDATE,7.3812344,2.802,137.5646
5929,7296438,CANDIDATE,173.92851338,2.64,223.7546088
5940,9425139,CANDIDATE,305.0762469,6.255,294.06794
5958,7367164,CANDIDATE,3.76565247,1.557,132.52476
5965,7671950,CANDIDATE,10.5994606,9.484,134.8329
5976,12061969,CANDIDATE,14.092583189,4.1536,141.1447066
5987,9084778,CANDIDATE,0.592243731,1.386,131.654831
5990,7747103,CANDIDATE,399.37587,21.25,300.0792
5997,10674871,CANDIDATE,41.88970036,1.35,172.00102
6013,11518201,CANDIDATE,1.236866732,1.242,132.1776
6019,9758032,CANDIDATE,1.332035996,1.391,131.58386
6031,6974658,CANDIDATE,0.716531851,0.655,131.7213
6036,9634821,CANDIDATE,5.47715718,1.3849,352.84857
6041,9602613,CANDIDATE,7.57299816,2.645,131.94317
6043,9758089,CANDIDATE,32.376183,4.4639,150.41557
6051,10904004,CANDIDATE,4.64490141,2.456,133.67436
6073,9605552,CANDIDATE,9.3210841,1.81,138.09946
6078,2715695,CANDIDATE,7.55842923,2.91,137.9981
6083,5283728,CANDIDATE,43.681309,12.37,168.9218
6089,5374838,CANDIDATE,230.180357,13.436,230.05245
6092,6366559,CANDIDATE,55.7583803,2.497,160.0006
6093,6367663,CANDIDATE,3.781123,8.15,135.204
6094,6368905,CANDIDATE,220.720142,8.186,303.8527
6096,6372194,CANDIDATE,281.5921577,5.673,261.81786
6097,6387557,CANDIDATE,103.722152,6.061,176.0727
6102,5294945,CANDIDATE,32.5474295,6.945,133.6742
6104,3968809,CANDIDATE,411.8969,6.203,379.0087
6107,3974928,CANDIDATE,127.671711,2.637,227.0906
6109,4063943,CANDIDATE,115.23145073,2.01,211.6353632
6111,4071638,CANDIDATE,349.58811,5.052,183.0587
6112,5390913,CANDIDATE,1.680254289,12.585,131.898828
6114,5394585,CANDIDATE,151.13008,3.49,278.463
6116,5425643,CANDIDATE,258.63797782,7.11,385.721676
6118,5428199,CANDIDATE,628.15844,12.144,152.9787
6121,6425377,CANDIDATE,263.90141,4.303,203.1723
6123,6442735,CANDIDATE,18.7821603,5.573,147.8508
6124,6443093,CANDIDATE,389.316341,5.49,351.36049
6127,6509282,CANDIDATE,3.98916186,1.913,132.21377
6129,6697817,CANDIDATE,190.800788,8.082,236.0389
6136,4135912,CANDIDATE,29.6094263,2.71,141.2485
6140,4150972,CANDIDATE,161.537665,2.65,280.9898
6142,5436455,CANDIDATE,209.967521,2.585,241.95921
6143,5439000,CANDIDATE,369.73011,14.27,246.29
6147,5443320,CANDIDATE,21.3684341,1.18,143.72266
6150,6511182,CANDIDATE,29.5632952,1.562,158.22504
6151,6517064,CANDIDATE,181.81214,16.164,144.6702
6152,6517200,CANDIDATE,435.50635,34.16,267.6857
6153,6517255,CANDIDATE,525.560452,2.327,440.33369
6158,1164301,CANDIDATE,95.688682,6.465,224.2893
6160,1429589,CANDIDATE,38.168652,5.086,144.4713
6163,1865864,CANDIDATE,69.089357,6.207,135.4461
6166,4164511,CANDIDATE,40.9882124,3.599,152.2483
6168,4241238,CANDIDATE,138.333748,2.391,209.39452
6176,5524229,CANDIDATE,22.4932751,3.172,132.2511
6178,5529385,CANDIDATE,215.732414,1.915,294.363
6182,6543192,CANDIDATE,8.0906952,2.648,136.7844
6185,6594945,CANDIDATE,188.954072,14.17,160.7576
6191,2019199,CANDIDATE,579.81521,5.43,343.5587
6192,2158460,CANDIDATE,19.12788374,2.0,134.8576413
6200,4346339,CANDIDATE,493.74242,5.685,149.1145
6216,6634112,CANDIDATE,9.942228056,2.45451,133.8474942
6218,6675757,CANDIDATE,22.2903562,1.623,152.37929
6221,2310993,CANDIDATE,55.180772,9.791,147.7141
6223,2437653,CANDIDATE,84.6405853,2.657,183.17243
6226,2555080,CANDIDATE,15.2024426,8.11,136.9199
6232,4471313,CANDIDATE,110.089267,1.575,174.2529
6233,4478142,CANDIDATE,219.931324,4.818,329.3836
6234,4484179,CANDIDATE,385.29212,19.417,440.5319
6237,5650930,CANDIDATE,455.195496,3.565,312.331
6241,5697395,CANDIDATE,50.55398,6.159,160.0628
6244,6805414,CANDIDATE,200.2350497,23.612,305.44985
6246,6869373,CANDIDATE,31.5034587,3.315,159.9712
6247,6875342,CANDIDATE,22.2381062,2.68,148.3792
6248,6879183,CANDIDATE,20.5477769,4.634,149.1769
6262,4566848,CANDIDATE,180.4118581,3.29,142.86513
6270,5734702,CANDIDATE,392.47291,7.867,155.4624
6290,2861298,CANDIDATE,581.729006,6.647,341.09187
6294,4737848,CANDIDATE,56.001782,1.706,144.09684
6298,4750962,CANDIDATE,69.932459,2.03,145.91179
6300,5793275,CANDIDATE,535.93723,11.85,135.5316
6303,5857656,CANDIDATE,313.051405,10.969,408.62595
6305,5859725,CANDIDATE,18.9828305,6.303,139.257
6308,6719052,CANDIDATE,357.437578,15.903,195.2194
6309,6721603,CANDIDATE,215.634356,15.097,230.7211
6310,6756369,CANDIDATE,30.928898,3.436,153.90647
6312,6765563,CANDIDATE,293.392635,3.661,341.2263
6315,6776555,CANDIDATE,5.43361347,1.0338,136.711
6316,2992634,CANDIDATE,47.82278681,1.19,134.1402656
6317,3001955,CANDIDATE,348.96347,13.84,184.8658
6319,3101178,CANDIDATE,59.4037839,10.041,159.80356
6323,3239171,CANDIDATE,43.581043,6.883,148.4352
6324,4761427,CANDIDATE,327.063,8.06,438.3693
6326,4770798,CANDIDATE,651.07431,5.603,216.3882
6327,4813750,CANDIDATE,49.1782244,5.8,165.7659
6331,4833409,CANDIDATE,271.790292,2.944,195.52243
6333,5946568,CANDIDATE,3.5645249,2.062,134.4518
6335,5954894,CANDIDATE,48.2455501,1.375,141.14725
6338,5965629,CANDIDATE,377.311149,3.33,411.6189
6339,6934045,CANDIDATE,265.741374,18.078,167.0573
6340,6939913,CANDIDATE,470.65357,3.458,173.647
6344,7009548,CANDIDATE,15.18575582,0.633,144.63985
6348,3242039,CANDIDATE,59.14382117,1.74,180.5653307
6351,3340165,CANDIDATE,26.092284,6.623,149.1087
6354,3355104,CANDIDATE,47.0628978,1.545,171.94782
6360,4912650,CANDIDATE,100.345648,7.939,152.8425
6361,4914221,CANDIDATE,111.187116,3.569,195.2257
6365,5981058,CANDIDATE,27.765596,19.49,132.0878
6368,6021840,CANDIDATE,367.6758,23.5,370.244
6369,6023571,CANDIDATE,354.21154,18.594,218.299
6370,6025174,CANDIDATE,171.028691,11.784,301.7487
6371,3356156,CANDIDATE,624.90338,12.169,241.5869
6372,3425363,CANDIDATE,25.5338535,2.076,153.586
6373,3428127,CANDIDATE,339.18998,5.117,300.2366
6376,3441795,CANDIDATE,349.73652,3.428,268.2946
6379,4915582,CANDIDATE,436.18813,11.35,185.8184
6382,4918303,CANDIDATE,21.1579573,4.706,150.5824
6385,4940376,CANDIDATE,169.330666,2.6,208.7974
6388,6034379,CANDIDATE,249.35154,13.76,133.929
6389,6034834,CANDIDATE,371.56492,14.736,259.8491
6390,6036286,CANDIDATE,546.53309,16.04,334.0585
6391,6038152,CANDIDATE,364.63189,22.93,145.6294
6392,6043490,CANDIDATE,330.738115,4.998,422.7107
6393,6045404,CANDIDATE,78.876125,4.912,205.1282
6397,3540873,CANDIDATE,444.04257,10.9,334.6734
6402,3548645,CANDIDATE,211.330867,4.66,244.953
6404,4953262,CANDIDATE,105.5904748,2.188,192.30383
6414,6067545,CANDIDATE,550.86514,14.548,307.6878
6415,6115356,CANDIDATE,380.39474,10.775,502.2332
6419,3553900,CANDIDATE,12.5747207,2.896,142.34553
6426,5027859,CANDIDATE,33.3726538,3.663,153.5967
6428,5036052,CANDIDATE,143.163697,4.854,243.7133
6439,6197658,CANDIDATE,282.0309,14.69,162.5448
6440,6198670,CANDIDATE,179.25465,22.35,154.3773
6441,3646449,CANDIDATE,65.752109,6.854,183.3112
6443,3647097,CANDIDATE,59.9655175,1.89,140.9936
6445,3748239,CANDIDATE,112.951287,4.284,172.0238
6446,3751118,CANDIDATE,103.363691,6.012,194.152
6448,5094412,CANDIDATE,276.879492,3.779,176.52152
6450,5110453,CANDIDATE,418.04355,10.777,194.7139
6454,5166811,CANDIDATE,370.05918,11.86,311.474
6456,6203955,CANDIDATE,19.4534296,4.873,139.3373
6461,6266866,CANDIDATE,232.916142,7.037,162.1441
6465,3229150,CANDIDATE,44.7055876,6.262,149.6448
6466,11360805,CANDIDATE,57.3888262,3.543,141.62516
6467,3757521,CANDIDATE,126.51457638,2.15,167.3005742
6468,3758499,CANDIDATE,14.5168151,5.796,137.5579
6470,3834728,CANDIDATE,359.98653,3.866,352.5338
6477,5181299,CANDIDATE,573.23826,2.641,343.313
6478,5184144,CANDIDATE,314.765374,3.325,283.1235
6489,6309307,CANDIDATE,438.98396,9.62,487.8174
6505,3863877,CANDIDATE,288.07937,3.161,355.49261
6508,5255259,CANDIDATE,198.895864,4.193,225.4944
6514,6346894,CANDIDATE,52.69092296,2.31,138.799777
6516,6347890,CANDIDATE,37.71508287,1.8,165.6372891
6517,6350031,CANDIDATE,5.1779065,5.366,135.756
6518,6359881,CANDIDATE,474.22897,13.05,161.0544
6519,6359929,CANDIDATE,371.50631,8.854,260.1243
6529,3865815,CANDIDATE,117.26808432,2.2,146.7201011
6534,3955444,CANDIDATE,62.312419,5.561,146.119
6540,9274092,CANDIDATE,426.942225,3.965,485.38171
6542,9282853,CANDIDATE,83.499618,16.03,163.5093
6543,9292100,CANDIDATE,91.507044,5.019,184.2723
6544,9300066,CANDIDATE,188.664098,5.179,154.3037
6545,10186761,CANDIDATE,75.636309,2.588,131.9468
6548,10191449,CANDIDATE,492.23808,12.53,247.5842
6549,10199984,CANDIDATE,198.6004,3.53,163.566
6559,7625138,CANDIDATE,5.71966537,3.938,131.78147
6561,8507586,CANDIDATE,201.621794,3.172,261.7721
6565,8525101,CANDIDATE,24.6777128,5.088,136.5139
6566,8525286,CANDIDATE,113.05980069,19.03,241.0089927
6568,9304976,CANDIDATE,54.6957124,6.89,155.2574
6570,9330740,CANDIDATE,169.84787744,2.82,178.6902845
6571,9334027,CANDIDATE,284.699924,3.709,257.6791
6574,9363944,CANDIDATE,402.20969,5.298,369.5086
6578,10272858,CANDIDATE,584.55603,3.671,388.63685
6581,10319834,CANDIDATE,70.31252504,13.66,178.7486804
6583,10339000,CANDIDATE,69.775633,9.205,147.9367
6584,7625143,CANDIDATE,58.5029431,1.633,185.75495
6585,7631138,CANDIDATE,415.748785,3.313,510.09961
6587,7662502,CANDIDATE,24.1527864,4.451,146.4101
6588,7672215,CANDIDATE,11.1734401,4.545,142.5962
6590,7690782,CANDIDATE,428.379308,4.066,522.3881
6593,8547213,CANDIDATE,392.72811,12.48,371.411
6596,8547537,CANDIDATE,374.05697,22.53,177.0559
6598,8548454,CANDIDATE,339.633833,8.859,260.9552
6601,9391817,CANDIDATE,140.884533,10.245,243.1411
6603,9394953,CANDIDATE,100.494129,2.679,153.8021
6604,9397862,CANDIDATE,182.453195,2.721,282.5445
6609,10387792,CANDIDATE,383.26217,4.84,216.192
6610,10394802,CANDIDATE,178.266978,5.276,229.75414
6614,10453009,CANDIDATE,30.9771151,3.188,145.6475
6615,10459749,CANDIDATE,19.11280242,1.58,143.6245952
6619,7747091,CANDIDATE,14.2673439,3.171,133.9655
6623,7757620,CANDIDATE,360.64485255,11.19,186.8852982
6626,8570210,CANDIDATE,541.04472,12.47,372.4781
6627,8571421,CANDIDATE,514.271499,3.46,416.76798
6628,8574794,CANDIDATE,571.14302,10.06,251.0392
6631,8613769,CANDIDATE,540.39267,9.233,196.0854
6633,9417931,CANDIDATE,190.905243,2.529,193.3008
6639,9456887,CANDIDATE,20.5142642,3.524,148.7293
6640,10470779,CANDIDATE,495.854189,8.65,241.49594
6642,10487228,CANDIDATE,318.25858,4.39,276.1817
6643,10519727,CANDIDATE,184.883155,3.025,283.41765
6644,10525077,CANDIDATE,11.006795,5.112,135.9925
6645,10535708,CANDIDATE,177.37583,21.14,169.0841
6648,7762153,CANDIDATE,366.55705,11.62,238.1402
6650,7767781,CANDIDATE,39.42516213,2.18,133.1963483
6651,7770901,CANDIDATE,124.887214,8.599,133.7933
6657,8644545,CANDIDATE,295.958914,4.244,138.92548
6658,8644911,CANDIDATE,120.938669,8.818,246.252
6659,8652997,CANDIDATE,362.22202,14.29,385.738
6661,8656535,CANDIDATE,631.99116,2.99,147.27452
6666,9466486,CANDIDATE,557.92882,4.788,210.68
6667,9472328,CANDIDATE,77.51257,3.15,199.556
6668,9472341,CANDIDATE,46.969389,1.944,173.8395
6670,9475697,CANDIDATE,206.801125,6.6,246.8488
6671,9481235,CANDIDATE,14.0019064,4.257,136.311
6673,10552151,CANDIDATE,525.757041,4.995,306.89848
6674,10552263,CANDIDATE,313.82752,4.187,166.4928
6675,10554421,CANDIDATE,236.09799849,3.65,210.0045018
6678,10581308,CANDIDATE,425.593391,3.815,225.3273
6680,7812990,CANDIDATE,43.08410127,1.38,163.7383276
6682,7829836,CANDIDATE,237.819002,11.324,320.1617
6683,7830953,CANDIDATE,581.87357,14.64,389.8661
6684,7836096,CANDIDATE,15.9961296,1.656,138.93316
6686,7881464,CANDIDATE,213.63312404,2.54,161.1886697
6692,8715589,CANDIDATE,7.62210397,1.902,138.65231
6695,8741367,CANDIDATE,0.9886684,2.023,131.99354
