,id_target,disposition,period,duration
1178,TIC 297146115,CANDIDATE,12.0156,5.4
1179,TIC 297146115,CANDIDATE,12.012,5.16192
1180,TIC 405675224,CANDIDATE,0.946,1.32408
1181,TIC 405675224,CANDIDATE,0.946033,1.632
1182,TIC 405675224,CANDIDATE,0.94599529,1.703
1183,TIC 422349623,CANDIDATE,2.667929,2.0904
1184,TIC 405675181,CANDIDATE,0.531704,1.5912
1185,TIC 405675181,CANDIDATE,0.531684,1.776
1186,TIC 405675181,CANDIDATE,1.063,1.31592
1187,TIC 357494933,CANDIDATE,24.006249,3.5
1188,TIC 404422809,CANDIDATE,1.115485,1.5792
1189,TIC 404422809,CANDIDATE,1.115,1.56192
1190,TIC 404422809,CANDIDATE,1.11562824,1.161
1191,TIC 404422809,CANDIDATE,1.115563,2.04
1192,TIC 335699506,CANDIDATE,24.482,8.016
1193,TIC 335699506,CANDIDATE,24.462656,8.4912
1194,TIC 392466042,CANDIDATE,0.77923,
1195,TIC 392466042,CANDIDATE,0.779,0.66
1196,TIC 385433521,CANDIDATE,12.666,3.51
1197,TIC 294268997,CANDIDATE,0.876,7.37208
1198,TIC 347754632,CANDIDATE,3.26945,0.96
1199,TIC 347754632,CANDIDATE,3.269,0.966
1200,TIC 335639322,CANDIDATE,4.07337,2.76
1201,TIC 347808666,CANDIDATE,21.6768,4.872
1202,TIC 347808666,CANDIDATE,21.677,4.53408
1203,TIC 308180325,CANDIDATE,6.80213,1.272
1204,TIC 287346191,CANDIDATE,6.883,5.53104
1205,TIC 287346191,CANDIDATE,6.88385,7.584
1207,TIC 297146957,CANDIDATE,15.381,2.18688
1208,TIC 297146957,CANDIDATE,15.3866,2.4
1209,TIC 405674574,CANDIDATE,11.52898,1.488
1210,TIC 290039692,CANDIDATE,3.44791,1.632
1211,TIC 422348973,CANDIDATE,14.4307,3.0
1212,TIC 404422257,CANDIDATE,8.12088,3.48
1213,TIC 404422257,CANDIDATE,8.121,3.39792
1214,TIC 392509341,CANDIDATE,13.479,2.83992
1215,TIC 392509341,CANDIDATE,13.485,2.88
1216,TIC 392509341,CANDIDATE,13.484958,
1217,TIC 345985861,CANDIDATE,17.732736,8.7
1218,TIC 678806,CANDIDATE,1.096473,3.768
1219,TIC 187273811,CANDIDATE,4.162764,1.5504
1220,TIC 678699,CANDIDATE,13.7043,4.272
1221,TIC 179022719,CANDIDATE,13.52475,
1222,TIC 179022719,CANDIDATE,13.524,2.31408
1223,TIC 179022719,CANDIDATE,13.52583,2.76
1224,TIC 178973368,CANDIDATE,14.311,1.96008
1225,TIC 179019702,CANDIDATE,21.379793,5.5
1226,TIC 270486211,CANDIDATE,8.853025,4.2192
1227,TIC 270486211,CANDIDATE,8.853,3.534
1228,TIC 270486211,CANDIDATE,8.85007649,4.384
1229,TIC 678621,CANDIDATE,2.58166013,1.911
1230,TIC 678621,CANDIDATE,2.581467,1.6896
1231,TIC 678621,CANDIDATE,2.581,1.51008
1234,TIC 2619799,CANDIDATE,14.069,3.02304
1235,TIC 2619799,CANDIDATE,14.069121,2.9904
1236,TIC 2619799,CANDIDATE,14.07277587,3.004
1237,TIC 2619799,CANDIDATE,14.069759,
1238,TIC 2619799,CANDIDATE,14.06928,3.0048
1239,TIC 134978629,CANDIDATE,18.155653,3.5904
1240,TIC 134968281,CANDIDATE,6.373,1.902
1241,TIC 707724,CANDIDATE,3.021944,2.0304
1242,TIC 707724,CANDIDATE,3.02164122,1.736
1243,TIC 707724,CANDIDATE,3.021795,0.0
1244,TIC 270486112,CANDIDATE,7.78608,2.472
1245,TIC 270486112,CANDIDATE,7.785227,
1246,TIC 270486112,CANDIDATE,7.785,1.56792
1247,TIC 270486112,CANDIDATE,7.783286,1.26
1257,TIC 2535051,CANDIDATE,,3.576
1258,TIC 774688,CANDIDATE,4.545,1.04688
1259,TIC 774688,CANDIDATE,4.54462,1.512
1260,TIC 196681132,CANDIDATE,0.72436144,1.238
1261,TIC 668643,CANDIDATE,12.346663,4.6
1262,TIC 134981907,CANDIDATE,31.4782,4.488
1263,TIC 2705974,CANDIDATE,6.02226,2.088
1269,TIC 179033276,CANDIDATE,2.85177,
1270,TIC 179033276,CANDIDATE,2.851702,0.864
1271,TIC 196684473,CANDIDATE,11.090822,4.1
1272,TIC 178925813,CANDIDATE,13.83851,1.4952
1273,TIC 178925813,CANDIDATE,13.843,1.54992
1274,TIC 178925813,CANDIDATE,13.843725,
1275,TIC 178925813,CANDIDATE,13.843678,1.7688
1276,TIC 2712931,CANDIDATE,0.32814902,1.006
1277,TIC 2712931,CANDIDATE,0.984,0.68208
1278,TIC 2712931,CANDIDATE,0.32815384,1.2048
1279,TIC 2712931,CANDIDATE,0.328152,
1280,TIC 19924852,CANDIDATE,8.25178,1.1424
1281,TIC 19924852,CANDIDATE,8.253,1.03992
1282,TIC 178924738,CANDIDATE,20.5827,3.72
1283,TIC 743782,CANDIDATE,19.1324,3.336
1284,TIC 2626856,CANDIDATE,2.458783,1.2576
1285,TIC 2626856,CANDIDATE,2.459,1.092
1286,TIC 2626856,CANDIDATE,2.45840745,1.097
1287,TIC 179017896,CANDIDATE,1.055,0.51696
1288,TIC 179017896,CANDIDATE,1.054604,0.4608
1289,TIC 179017896,CANDIDATE,1.054612,0.4896
1290,TIC 179017896,CANDIDATE,1.05459,
1292,TIC 2539506,CANDIDATE,,7.32
1293,TIC 270498540,CANDIDATE,5.734172,5.7
1294,TIC 616321,CANDIDATE,62.841,2.02296
1295,TIC 619430,CANDIDATE,25.86125,
1296,TIC 619430,CANDIDATE,25.8614,2.976
1297,TIC 178948493,CANDIDATE,6.430383,4.9
1298,TIC 178999850,CANDIDATE,6.789076,
1299,TIC 178999850,CANDIDATE,6.788,2.784
1300,TIC 178999850,CANDIDATE,6.788344,2.7696
1301,TIC 178999850,CANDIDATE,6.78882,2.9328
1302,TIC 178999850,CANDIDATE,18.516,2.62008
1303,TIC 178999850,CANDIDATE,18.5159,2.808
1304,TIC 178999850,CANDIDATE,18.517319,
1305,TIC 196681768,CANDIDATE,2.268,1.51512
1306,TIC 196681768,CANDIDATE,2.2688499,2.475
1307,TIC 2623869,CANDIDATE,7.264,3.06792
1308,TIC 178957243,CANDIDATE,3.4914,1.824
1309,TIC 179023674,CANDIDATE,7.685505,2.8
1314,TIC 134983213,CANDIDATE,14.78545,1.848
1315,TIC 178919840,CANDIDATE,34.383193,3.7
1316,TIC 713672,CANDIDATE,19.984217,5.0
1317,TIC 2558796,CANDIDATE,1.017977,2.0808
1318,TIC 2558796,CANDIDATE,1.018,1.32192
1319,TIC 2558796,CANDIDATE,1.017968,0.96
1320,TIC 178920155,CANDIDATE,8.491003,2.9
1321,TIC 617029,CANDIDATE,8.953,0.81192
1322,TIC 617029,CANDIDATE,8.95366,0.8952
1323,TIC 196670888,CANDIDATE,37.361973,
1327,TIC 2707076,CANDIDATE,24.748442,2.9
1328,TIC 61097426,CANDIDATE,3.216,1.34304
1329,TIC 305803411,CANDIDATE,29.978884,6.3696
1330,TIC 203206013,CANDIDATE,6.725,0.92088
1331,TIC 203206013,CANDIDATE,6.72511,1.0824
1332,TIC 295680406,CANDIDATE,12.24568,2.8
1333,TIC 130712824,CANDIDATE,13.8883,3.336
1334,TIC 119131216,CANDIDATE,26.939433,5.4
1335,TIC 61072862,CANDIDATE,27.7985,11.64
1336,TIC 115016484,CANDIDATE,20.641492,4.0296
1337,TIC 115073563,CANDIDATE,12.634794,6.5
1338,TIC 270484318,CANDIDATE,7.535783,2.3
1339,TIC 130725309,CANDIDATE,6.116238,2.5
1340,TIC 130691696,CANDIDATE,9.668373,2.3
1341,TIC 425575714,CANDIDATE,0.546127,3.168
1342,TIC 168152235,CANDIDATE,2.49686,6.816
1343,TIC 2527981,CANDIDATE,5.84643,1.968
1344,TIC 2670610,CANDIDATE,9.769155,2.9808
1345,TIC 2670610,CANDIDATE,9.76897,
1346,TIC 2670610,CANDIDATE,9.7706,3.228
1347,TIC 2670610,CANDIDATE,9.770186,
1348,TIC 168148778,CANDIDATE,0.515513,1.3104
1349,TIC 168299520,CANDIDATE,6.7826,2.712
1350,TIC 325358229,CANDIDATE,3.12951,3.96
1351,TIC 90785991,CANDIDATE,13.61358,
1352,TIC 90785991,CANDIDATE,13.61242,3.024
1353,TIC 168545735,CANDIDATE,12.364531,2.8608
1354,TIC 90784652,CANDIDATE,6.79867,2.76
1355,TIC 1927591281,CANDIDATE,1.489154,1.512
1356,TIC 1927591279,CANDIDATE,1.489184,1.4592
1359,TIC 90090343,CANDIDATE,14.1297,3.528
1360,TIC 379912221,CANDIDATE,4.637911,
1361,TIC 379912221,CANDIDATE,4.63789,1.0656
1362,TIC 108428312,CANDIDATE,5.059033,
1363,TIC 108428312,CANDIDATE,5.059,
1364,TIC 2130074,CANDIDATE,1.876899,4.0464
1365,TIC 379956601,CANDIDATE,10.99044,
1366,TIC 465926320,CANDIDATE,21.568409,4.0704
1367,TIC 155246423,CANDIDATE,1.236438,2.4912
1368,TIC 154896670,CANDIDATE,7.269213,2.6448
1369,TIC 154896670,CANDIDATE,7.269622,2.3592
1370,TIC 154796579,CANDIDATE,7.457597,1.872
1371,TIC 168089445,CANDIDATE,43.1029,22.896
1372,TIC 154797962,CANDIDATE,0.2633809,2.196
1373,TIC 2615734,CANDIDATE,15.20726,3.6672
1374,TIC 2615734,CANDIDATE,15.207101,3.5496
1375,TIC 325608531,CANDIDATE,0.738067,2.928
1376,TIC 96932854,CANDIDATE,4.13556,2.208
1377,TIC 96932854,CANDIDATE,4.135707,
1378,TIC 96932854,CANDIDATE,6.631247,
1379,TIC 96932854,CANDIDATE,6.63107,2.28
1380,TIC 324364668,CANDIDATE,1.726115,3.096
1381,TIC 97319562,CANDIDATE,1.2539936,2.1264
1382,TIC 444054986,CANDIDATE,0.9085915,1.9176
1383,TIC 96708837,CANDIDATE,6.421719,6.12
1384,TIC 465915500,CANDIDATE,2.74324,5.928
1385,TIC 155684179,CANDIDATE,0.533393,1.992
1386,TIC 90684200,CANDIDATE,23.510811,8.58
1387,TIC 405831271,CANDIDATE,21.521554,
1388,TIC 90682548,CANDIDATE,5.33988,1.8
1389,TIC 125702445,CANDIDATE,6.689131,2.46
1390,TIC 3967390,CANDIDATE,,12.3336
1391,TIC 11181323,CANDIDATE,3.6322288,7.2096
1392,TIC 68959822,CANDIDATE,10.14588,5.3592
1393,TIC 123787162,CANDIDATE,11.123654,
1394,TIC 123787162,CANDIDATE,11.12366,3.576
1395,TIC 3881465,CANDIDATE,,4.68
1396,TIC 119268666,CANDIDATE,1.151471,0.0
1397,TIC 119268666,CANDIDATE,1.15144,
1398,TIC 125060527,CANDIDATE,14.94889,3.2424
1399,TIC 125060527,CANDIDATE,14.948966,
1400,TIC 5604455,CANDIDATE,3.0203,5.16
1401,TIC 128168004,CANDIDATE,13.125244,
1402,TIC 128168004,CANDIDATE,13.12227,3.936
1403,TIC 120557280,CANDIDATE,19.679411,
1404,TIC 120557280,CANDIDATE,19.68075,4.32
1405,TIC 187612272,CANDIDATE,3.38492,0.8568
1406,TIC 128168083,CANDIDATE,3.90518,3.444
1407,TIC 10280439,CANDIDATE,28.077484,3.6192
1408,TIC 187838615,CANDIDATE,11.86386,3.768
1409,TIC 177871423,CANDIDATE,8.6929,3.768
1410,TIC 442101253,CANDIDATE,9.761854,
1411,TIC 177542025,CANDIDATE,32.3204,8.88
1412,TIC 119907347,CANDIDATE,2.78592,
1413,TIC 119907347,CANDIDATE,2.786008,0.4992
1414,TIC 441899342,CANDIDATE,8.60133,4.0536
1415,TIC 441899342,CANDIDATE,29.8411,5.28
1416,TIC 12533482,CANDIDATE,16.692356,5.5296
1417,TIC 336598228,CANDIDATE,4.833191,4.8
1418,TIC 11445231,CANDIDATE,1.319474,3.1296
1419,TIC 11445231,CANDIDATE,1.3194719,3.1872
1420,TIC 11952309,CANDIDATE,21.587326,
1421,TIC 225090852,CANDIDATE,3.041617,
1422,TIC 225090852,CANDIDATE,3.04108,3.84
1423,TIC 442025716,CANDIDATE,0.4951253,2.5608
1424,TIC 187539699,CANDIDATE,1.589843,2.388
1425,TIC 336681160,CANDIDATE,8.421659,
1426,TIC 336681160,CANDIDATE,8.42177,0.6984
1427,TIC 187539305,CANDIDATE,9.811589,4.4
1428,TIC 377240984,CANDIDATE,11.587502,3.9
1429,TIC 12128679,CANDIDATE,1.549318,4.0176
1430,TIC 187506576,CANDIDATE,5.049068,4.2
1431,TIC 187506576,CANDIDATE,5.0521,
1432,TIC 179996779,CANDIDATE,1.9363475,2.2704
1433,TIC 377241703,CANDIDATE,1.157563,0.0
1434,TIC 414772236,CANDIDATE,2.17469,1.08
1435,TIC 335899543,CANDIDATE,1.658223,2.904
1436,TIC 350745858,CANDIDATE,0.56007,2.448
1437,TIC 130283326,CANDIDATE,4.88451,3.0
1438,TIC 130013676,CANDIDATE,4.35967,1.8576
1439,TIC 345024270,CANDIDATE,1.81053,1.68
1440,TIC 201149669,CANDIDATE,20.94388,3.672
1441,TIC 201149669,CANDIDATE,20.943909,3.4896
1442,TIC 6979435,CANDIDATE,0.944284,4.032
1443,TIC 130633912,CANDIDATE,5.292605,
1444,TIC 130633912,CANDIDATE,5.29266,3.3
1445,TIC 130633912,CANDIDATE,5.292627,3.2952
1446,TIC 446474423,CANDIDATE,0.5150196,1.9752
1447,TIC 446474423,CANDIDATE,0.515013,0.0
1448,TIC 6591443,CANDIDATE,26.4837,6.048
1449,TIC 6982778,CANDIDATE,2.08807,3.072
1450,TIC 130630665,CANDIDATE,34.3797,3.912
1451,TIC 130630665,CANDIDATE,15.6594,6.864
1452,TIC 6984477,CANDIDATE,1.4095126,3.2904
1453,TIC 269594456,CANDIDATE,3.22513,1.68
1454,TIC 333605244,CANDIDATE,4.9234,2.016
1455,TIC 248378702,CANDIDATE,8.03216,5.808
1456,TIC 248942621,CANDIDATE,17.093319,2.268
1457,TIC 248942621,CANDIDATE,17.093491,2.2608
1458,TIC 248387177,CANDIDATE,50.69369,4.4328
1459,TIC 248387177,CANDIDATE,50.6939885,4.068
1460,TIC 248387177,CANDIDATE,50.693644,
1461,TIC 248391319,CANDIDATE,0.7988453,1.0968
1462,TIC 248391319,CANDIDATE,0.7988525,0.831
1463,TIC 248382917,CANDIDATE,0.4378443,2.2248
1464,TIC 257395093,CANDIDATE,13.26931,3.7128
1465,TIC 399725072,CANDIDATE,7.119856,
1466,TIC 399725072,CANDIDATE,7.12113,1.944
1467,TIC 380886534,CANDIDATE,8.904519,2.9496
1468,TIC 380886534,CANDIDATE,8.904672,3.0864
1469,TIC 388816604,CANDIDATE,2.504853,2.2392
1470,TIC 388816604,CANDIDATE,2.5048167,2.092
1471,TIC 388777728,CANDIDATE,3.68047,2.112
1472,TIC 388777728,CANDIDATE,3.68034,
1473,TIC 399731211,CANDIDATE,2.6017,1.68
1474,TIC 388777783,CANDIDATE,15.960128,4.8888
1475,TIC 399673448,CANDIDATE,16.9616,5.424
1476,TIC 344770364,CANDIDATE,0.7175747,1.524
1477,TIC 388796986,CANDIDATE,5.1645,2.112
1478,TIC 388801599,CANDIDATE,3.44795,1.752
1479,TIC 344298851,CANDIDATE,,4.368
1480,TIC 257218673,CANDIDATE,0.5551606,1.0632
1481,TIC 344775682,CANDIDATE,6.26242,2.232
1482,TIC 344301618,CANDIDATE,24.4131,2.04
1483,TIC 344627644,CANDIDATE,4.02748,1.248
1484,TIC 344754408,CANDIDATE,10.55369,3.768
1485,TIC 388810419,CANDIDATE,41.55209,2.952
1486,TIC 388810419,CANDIDATE,41.552934,
1487,TIC 336893387,CANDIDATE,23.607902,
1488,TIC 336893387,CANDIDATE,23.610939,5.8392
1489,TIC 336893387,CANDIDATE,23.6088,6.0
1490,TIC 610791326,CANDIDATE,21.98131,4.6
1491,TIC 328067813,CANDIDATE,9.64954,1.0056
1492,TIC 336956423,CANDIDATE,6.5534,2.52
1493,TIC 257558789,CANDIDATE,0.6719977,1.716
1494,TIC 344772345,CANDIDATE,4.4358,0.936
1495,TIC 344772345,CANDIDATE,4.435717,
1496,TIC 344278776,CANDIDATE,3.31347,2.976
1497,TIC 365003901,CANDIDATE,1.72767,1.3704
1498,TIC 344631944,CANDIDATE,4.69942,3.792
1500,TIC 344716098,CANDIDATE,12.7256,3.432
1501,TIC 344770978,CANDIDATE,45.4939,8.28
1502,TIC 318708039,CANDIDATE,12.092199,
1503,TIC 318708039,CANDIDATE,12.092216,8.5104
1504,TIC 318708039,CANDIDATE,12.09259,8.712
1505,TIC 328066864,CANDIDATE,10.7946,3.336
1506,TIC 328066864,CANDIDATE,10.7946,
1507,TIC 328066864,CANDIDATE,4.06643,1.56
1508,TIC 344772652,CANDIDATE,57.8396,6.552
1509,TIC 344280587,CANDIDATE,4.49161,2.64
1510,TIC 344713897,CANDIDATE,19.496649,
1511,TIC 344713897,CANDIDATE,19.4989,4.608
1512,TIC 344712077,CANDIDATE,3.78177,2.448
1513,TIC 257434940,CANDIDATE,9.073266,6.9456
1514,TIC 257591913,CANDIDATE,2.010607,1.8
1515,TIC 344298300,CANDIDATE,13.6094,2.784
1516,TIC 257394133,CANDIDATE,5.23587,3.672
1517,TIC 257394133,CANDIDATE,5.235714,3.4512
1518,TIC 388767936,CANDIDATE,2.43807,1.416
1519,TIC 328083717,CANDIDATE,6.80111,1.176
1520,TIC 369480087,CANDIDATE,0.728639,0.3696
1521,TIC 369480087,CANDIDATE,0.36432248,0.2120684
1522,TIC 344756033,CANDIDATE,17.1057,3.432
1523,TIC 344586726,CANDIDATE,7.30383,1.3704
1525,TIC 257800191,CANDIDATE,4.684559,2.9
1526,TIC 369478723,CANDIDATE,57.8415,8.16
1528,TIC 376935115,CANDIDATE,9.4538,4.92
1529,TIC 257913832,CANDIDATE,7.51114,2.4
1530,TIC 408517614,CANDIDATE,10.4347,3.456
1531,TIC 266074740,CANDIDATE,15.246593,3.7608
1535,TIC 406410648,CANDIDATE,4.284523,
1536,TIC 406410648,CANDIDATE,4.28446,1.1952
1537,TIC 406410648,CANDIDATE,4.28475,1.1688
1538,TIC 406410644,CANDIDATE,6.53074,
1539,TIC 406410644,CANDIDATE,6.53046,2.4
1540,TIC 376906028,CANDIDATE,,11.64
1541,TIC 401433551,CANDIDATE,14.753,2.328
1542,TIC 376921348,CANDIDATE,21.776971,2.2008
1543,TIC 376921348,CANDIDATE,21.77635,2.1696
1544,TIC 266074031,CANDIDATE,8.78627,1.392
1545,TIC 380884709,CANDIDATE,57.10412,5.1696
1546,TIC 380884709,CANDIDATE,20.21535,3.408
1547,TIC 266012798,CANDIDATE,39.3266,8.28
1548,TIC 257816591,CANDIDATE,7.64514,2.592
1549,TIC 369478173,CANDIDATE,46.47688,6.504
1550,TIC 429052510,CANDIDATE,,8.16
1551,TIC 401493706,CANDIDATE,6.73572,
1552,TIC 401493706,CANDIDATE,6.73511,4.992
1553,TIC 401493706,CANDIDATE,15.1563,4.92
1554,TIC 257804318,CANDIDATE,13.26773,1.056
1555,TIC 266013060,CANDIDATE,7.14238,1.152
1556,TIC 405336406,CANDIDATE,2.65323,
1557,TIC 405336406,CANDIDATE,2.653275,3.9168
1558,TIC 266030611,CANDIDATE,40.938,6.552
1559,TIC 257814430,CANDIDATE,29.435233,
1560,TIC 369472094,CANDIDATE,10.228,
1561,TIC 369472094,CANDIDATE,10.22657,3.336
1562,TIC 369474686,CANDIDATE,3.91764,2.496
1563,TIC 257815127,CANDIDATE,6.4063,1.728
1564,TIC 369476611,CANDIDATE,31.9761,5.928
1582,TIC 266031238,CANDIDATE,8.133218,
1583,TIC 266031238,CANDIDATE,8.1344,1.92
1584,TIC 266031238,CANDIDATE,17.78804,1.68
1585,TIC 406412126,CANDIDATE,2.52894,1.8
1586,TIC 414920805,CANDIDATE,2.311162,4.0296
1587,TIC 233023063,CANDIDATE,3.128977,3.3
1589,TIC 98753307,CANDIDATE,15.32811688,4.1138054
1590,TIC 98753307,CANDIDATE,15.35092,3.6
1591,TIC 110996418,CANDIDATE,15.78132,3.4008
1592,TIC 110996418,CANDIDATE,15.78157906,3.9993972
1593,TIC 152870383,CANDIDATE,5.20256,1.3992
1596,TIC 429302130,CANDIDATE,48.249552,
1597,TIC 176943961,CANDIDATE,25.988289,
1598,TIC 98675725,CANDIDATE,18.69646,2.2008
1599,TIC 288605104,CANDIDATE,12.20239,4.0008
1600,TIC 98627779,CANDIDATE,4.18787,2.2008
1601,TIC 176944608,CANDIDATE,19.57833,2.5992
1602,TIC 176944608,CANDIDATE,19.57572,
1603,TIC 98674982,CANDIDATE,0.844548,0.58
1604,TIC 175371660,CANDIDATE,11.73677,2.1
1607,TIC 130643080,CANDIDATE,25.58142,5.4
1608,TIC 51640851,CANDIDATE,10.583942,3.8
1609,TIC 94925023,CANDIDATE,5.69046,3.3
1610,TIC 130589987,CANDIDATE,1.055785,
1611,TIC 94923808,CANDIDATE,37.20364,3.1008
1612,TIC 130610137,CANDIDATE,20.84919,4.9992
1613,TIC 94924543,CANDIDATE,16.140442,
1614,TIC 94924543,CANDIDATE,16.13655,2.1
1615,TIC 130639648,CANDIDATE,0.251647,
1616,TIC 291157563,CANDIDATE,11.67254,3.1008
1617,TIC 377263357,CANDIDATE,4.036791,
1618,TIC 377263357,CANDIDATE,4.03692,1.5
1619,TIC 130700441,CANDIDATE,3.137611,1.7208
1620,TIC 198667693,CANDIDATE,9.632039,0.98
1621,TIC 77900781,CANDIDATE,18.239311,4.3
1622,TIC 49687294,CANDIDATE,11.109675,2.6
1623,TIC 8995204,CANDIDATE,5.138,
1625,TIC 9099036,CANDIDATE,29.957262,2.9
1626,TIC 49591302,CANDIDATE,8.04473,
1627,TIC 49591302,CANDIDATE,11.82469,
1629,TIC 404225518,CANDIDATE,7.084267,3.0
1630,TIC 404225518,CANDIDATE,20.676056,3.9
1631,TIC 8939120,CANDIDATE,6.786539,2.9
1632,TIC 423612780,CANDIDATE,2.988541,2.4
1633,TIC 49784497,CANDIDATE,21.436032,3.0
1636,TIC 278965554,CANDIDATE,6.39595,
1637,TIC 301328844,CANDIDATE,3.853494,2.4
1638,TIC 398573061,CANDIDATE,4.696045,2.4
1639,TIC 301176722,CANDIDATE,8.6387,
1640,TIC 250107419,CANDIDATE,3.98547,
1641,TIC 136820022,CANDIDATE,16.607299,3.7
1642,TIC 301137296,CANDIDATE,16.980197,4.1
1643,TIC 313885044,CANDIDATE,1.827,
1644,TIC 136821197,CANDIDATE,1.29655,2.1
1645,TIC 301256862,CANDIDATE,3.379516,2.1
1646,TIC 38333081,CANDIDATE,1.082,
1647,TIC 38333081,CANDIDATE,1.082361,1.2
1648,TIC 301134534,CANDIDATE,3.35,
1649,TIC 301134534,CANDIDATE,9.32,
1650,TIC 301138749,CANDIDATE,13.9145,
1651,TIC 38270198,CANDIDATE,4.03776,
1652,TIC 301174595,CANDIDATE,7.539949,4.0
1653,TIC 311056047,CANDIDATE,5.10555,1.8
1654,TIC 248050726,CANDIDATE,17.768404,3.3
1655,TIC 301080852,CANDIDATE,4.464438,3.5
1656,TIC 301175013,CANDIDATE,11.416439,2.0
1657,TIC 262567644,CANDIDATE,7.21084,3.1
1658,TIC 303676760,CANDIDATE,13.284219,2.7
1659,TIC 303676760,CANDIDATE,24.213117,3.7
1660,TIC 245902092,CANDIDATE,2.46564,5.5
1661,TIC 436574070,CANDIDATE,18.896192,3.0
1664,TIC 311365815,CANDIDATE,13.107894,4.3
1665,TIC 293836988,CANDIDATE,1.925,
1666,TIC 436725149,CANDIDATE,10.1997,
1667,TIC 436615005,CANDIDATE,21.371372,6.6
1668,TIC 436725612,CANDIDATE,7.098695,2.9
1669,TIC 68893269,CANDIDATE,4.20566,
1670,TIC 68893269,CANDIDATE,4.20507413,1.1574129
1671,TIC 68576786,CANDIDATE,9.7051,
1672,TIC 68655248,CANDIDATE,0.73217,1.3
1673,TIC 68646526,CANDIDATE,5.2289874,3.386
1674,TIC 68646526,CANDIDATE,5.228352,3.5
1675,TIC 18540366,CANDIDATE,3.1764,
1676,TIC 337575333,CANDIDATE,2.419472,5.8
1677,TIC 68746914,CANDIDATE,6.770834,6.7
1678,TIC 18482620,CANDIDATE,14.616783,3.9
1679,TIC 118447675,CANDIDATE,13.7579,
1680,TIC 69054629,CANDIDATE,3.3733,
1681,TIC 69054629,CANDIDATE,8.4356,
1682,TIC 18483759,CANDIDATE,3.09246,1.9
1683,TIC 238416379,CANDIDATE,20.379434,14.0
1684,TIC 69086979,CANDIDATE,4.420394,6.0
1685,TIC 337418339,CANDIDATE,1.248905,1.8
1686,TIC 59959987,CANDIDATE,12.505,
1687,TIC 85108908,CANDIDATE,11.95706,4.0
1688,TIC 60267998,CANDIDATE,7.624,
1689,TIC 349072212,CANDIDATE,6.363302,1.5
1690,TIC 268280043,CANDIDATE,5.164157,2.2
1691,TIC 268023701,CANDIDATE,18.001053,5.2
1692,TIC 60010019,CANDIDATE,9.426901,2.3
1693,TIC 374179977,CANDIDATE,4.71688,2.3
1694,TIC 374339383,CANDIDATE,18.436944,3.9
1695,TIC 277697921,CANDIDATE,5.7519475,2.428
1696,TIC 277697921,CANDIDATE,5.751763,2.6
1697,TIC 277697921,CANDIDATE,10.472764,3.1
1698,TIC 374269904,CANDIDATE,3.917682,2.4
1699,TIC 349986198,CANDIDATE,3.577394,1.7
1700,TIC 349986198,CANDIDATE,3.577501,1.662
1701,TIC 392850705,CANDIDATE,14.390721,4.0
1702,TIC 392848730,CANDIDATE,9.032248,3.0
1703,TIC 392848730,CANDIDATE,16.100178,3.9
1704,TIC 350074163,CANDIDATE,2.491154,4.0
1705,TIC 393496970,CANDIDATE,1.754,
1706,TIC 349987359,CANDIDATE,16.222,
1707,TIC 350022495,CANDIDATE,2.571267,1.8
1709,TIC 358805916,CANDIDATE,13.071041,5.2
1710,TIC 63838888,CANDIDATE,28.848339,7.1
1711,TIC 186282430,CANDIDATE,6.695687,3.4
1712,TIC 186282430,CANDIDATE,27.917236,5.0
1713,TIC 23507318,CANDIDATE,17.818211,3.0
1714,TIC 292263845,CANDIDATE,5.116834,4.9
1715,TIC 438900799,CANDIDATE,7.522109,4.0
1716,TIC 73803791,CANDIDATE,1.075,
1717,TIC 73848795,CANDIDATE,18.786043,3.6
1718,TIC 422668855,CANDIDATE,15.320606,4.2
1719,TIC 428875585,CANDIDATE,7.943604,3.3
1720,TIC 428918500,CANDIDATE,7.815366,2.9
1721,TIC 428918500,CANDIDATE,19.520805,3.9
1722,TIC 287539569,CANDIDATE,39.57057,6.0
1723,TIC 287538776,CANDIDATE,11.29231,2.9
1724,TIC 70863764,CANDIDATE,24.481285,3.6
1725,TIC 422690299,CANDIDATE,10.307387,3.4
1726,TIC 70178670,CANDIDATE,10.205377,7.9
1727,TIC 70178670,CANDIDATE,23.336739,10.0
1728,TIC 335955427,CANDIDATE,1.696716,1.3
1729,TIC 432260916,CANDIDATE,31.396001,4.7
1730,TIC 118696099,CANDIDATE,18.277358,3.2
1731,TIC 347940884,CANDIDATE,28.888589,6.2
1732,TIC 386976414,CANDIDATE,2.228112,1.8
1736,TIC 297305079,CANDIDATE,0.801864,0.89
1737,TIC 294771856,CANDIDATE,17.562214,2.9
1738,TIC 294772579,CANDIDATE,1.705,
1739,TIC 294647915,CANDIDATE,35.960194,4.0
1740,TIC 294715445,CANDIDATE,17.92,
1741,TIC 294720594,CANDIDATE,22.122365,4.0
1744,TIC 55278292,CANDIDATE,20.924593,1.5336
1746,TIC 55316277,CANDIDATE,19.581519,2.7168
1747,TIC 55266835,CANDIDATE,6.854931,1.2624
1748,TIC 55266835,CANDIDATE,6.85484646,1.5226064
1749,TIC 55267074,CANDIDATE,4.392503,1.8
1762,TIC 386908880,CANDIDATE,30.921004,5.484
1768,TIC 126323200,CANDIDATE,11.634988,4.4
