loc_rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_time0,koi_duration,koi_quarters
4902,11657614,K03370.02,CONFIRMED,5.942286030,2454966.804,2.16900,11111111111111111000000000000000
4903,5687986,K07735.01,CANDIDATE,382.303060000,2455189.731,8.83000,11110111011101110000000000000000
4904,11125797,K03371.01,CANDIDATE,58.126377500,2454996.117,4.01800,11111110111011101000000000000000
4905,9785921,K03372.01,CANDIDATE,26.757586600,2454970.287,5.85800,00011101110111011000000000000000
4906,3102000,K03373.01,FALSE POSITIVE,57.059999200,2454997.257,7.46300,11111111111111111000000000000000
4907,6599975,K03438.01,CONFIRMED,14.556561800,2454974.037,4.55400,11111111111111111000000000000000
4908,8266276,K01731.02,FALSE POSITIVE,0.837898153,2454964.982,2.10400,00110011001100110000000000000000
4909,5887316,K07747.01,FALSE POSITIVE,0.603086711,2454964.664,1.08690,11111011101110111000000000000000
4910,4282191,K03439.01,CONFIRMED,41.708406300,2454986.538,8.56700,11111011101110111000000000000000
4911,3559860,K03440.01,CANDIDATE,33.025717900,2454994.010,6.03200,01111011101110111000000000000000
4912,10651945,K03441.01,FALSE POSITIVE,25.366990665,2454971.814,5.95560,01101110111011101000000000000000
4913,7117003,K03514.01,FALSE POSITIVE,428.321739280,2455109.530,40.59920,11111111111111111000000000000000
4914,3240159,K03515.01,FALSE POSITIVE,82.137609997,2455029.123,6.11904,11111111111111111000000000000000
4915,6147851,K07766.01,FALSE POSITIVE,3.060260140,2454965.762,2.54500,11111111111111111000000000000000
4916,9658118,K03516.01,FALSE POSITIVE,24.061274400,2454971.387,19.94380,00000000011010000000000000000000
4917,7132542,K03517.01,FALSE POSITIVE,66.360999160,2455001.380,20.06140,11111111111111111000000000000000
4918,8589754,K03518.01,FALSE POSITIVE,8.939461148,2454966.014,6.19136,00000001111111111000000000000000
4919,3757590,K03520.01,FALSE POSITIVE,135.586076790,2455010.929,5.54241,11111011101110111000000000000000
4920,2437149,K03598.01,FALSE POSITIVE,18.798621950,2454971.028,7.47820,00000111101100000000000000000000
4921,9715925,K03599.01,FALSE POSITIVE,6.308285380,2454967.380,2.48633,00000111111101000000000000000000
4922,9529733,K03600.01,FALSE POSITIVE,4.809126670,2454967.079,7.93310,00000000010000000000000000000000
4923,9613070,K03601.01,FALSE POSITIVE,2.332115050,2454965.197,2.96723,00000000010000000000000000000000
4924,9967771,K01875.02,CONFIRMED,0.538354070,2454964.650,1.50450,11111101110111011000000000000000
4925,10845188,K03602.01,FALSE POSITIVE,249.362118320,2455112.658,8.35590,11111111111111111000000000000000
4926,6543893,K01627.03,CANDIDATE,3.806758780,2454966.749,2.09200,00011111111111111000000000000000
4927,5709103,K07736.01,FALSE POSITIVE,0.664727127,2454964.635,1.56100,11111111111111111000000000000000
4928,6705026,K03374.01,CONFIRMED,9.508487100,2454973.560,4.37200,11111111111111111000000000000000
4929,6705026,K03374.02,CANDIDATE,34.108656200,2454991.431,6.40500,11111111111111111000000000000000
4930,6779726,K03375.01,CONFIRMED,47.056332700,2455006.965,4.80700,00011111111111111000000000000000
4931,3098843,K03376.02,FALSE POSITIVE,179.850223310,2455058.376,2.95000,
4932,5553959,K03377.01,CANDIDATE,10.010031200,2454964.614,1.35000,11111111111111111000000000000000
4933,7288306,K03443.01,CONFIRMED,96.169569000,2455003.258,7.49600,11111111111111111000000000000000
4934,5887393,K07748.01,FALSE POSITIVE,1.550903740,2454964.620,3.02800,11111011101110111000000000000000
4935,5384713,K03444.01,CANDIDATE,12.671436920,2454970.507,2.49800,11111111111111111000000000000000
4936,5384713,K03444.02,CANDIDATE,60.326688240,2454978.057,1.68640,11111111111111111000000000000000
4937,5384713,K03444.03,CANDIDATE,2.635954350,2454965.320,1.30900,11111111111111111000000000000000
4938,11860395,K03445.01,CONFIRMED,82.303914000,2454992.046,15.40400,11111111111111111000000000000000
4939,5456023,K03521.01,FALSE POSITIVE,131.978277360,2455012.588,7.14981,11111011101110111000000000000000
4940,6187888,K07768.01,FALSE POSITIVE,0.789171236,2454965.123,1.73400,11110111011101110000000000000000
4941,9529744,K01806.02,CONFIRMED,17.934660600,2454971.217,6.25000,11111111111111111000000000000000
4942,12021387,K03522.01,FALSE POSITIVE,241.070745820,2455056.993,9.88863,11111111111111111000000000000000
4943,8044608,K03523.01,FALSE POSITIVE,106.175938130,2455067.641,10.41680,11111111111111111000000000000000
4944,8760135,K03524.01,FALSE POSITIVE,184.646720800,2454984.985,18.98690,01111111111111111000000000000000
4945,4073707,K03525.01,FALSE POSITIVE,6.282033445,2454964.591,8.37770,00011011101110111000000000000000
4946,5730394,K03603.01,FALSE POSITIVE,5.519188936,2454967.470,7.13510,00000001111111111000000000000000
4947,6451368,K07780.01,CANDIDATE,5.336057400,2454965.605,3.87700,11111111111111111000000000000000
4948,6956216,K03604.01,FALSE POSITIVE,4.818863794,2454964.678,6.26250,00000000011111111000000000000000
4949,6137704,K03605.01,FALSE POSITIVE,178.268020350,2455088.351,5.86461,11111111111111111000000000000000
4950,10275074,K03606.01,FALSE POSITIVE,2.181555909,2454966.487,4.41739,00000000010000000000000000000000
4951,9110346,K03607.01,FALSE POSITIVE,0.895276162,2454964.623,3.05180,00111111111111111000000000000000
4952,10259301,K03608.01,FALSE POSITIVE,244.832749730,2455118.703,4.37001,11111111111111111000000000000000
4953,2995392,K03379.01,CONFIRMED,30.454441800,2454973.769,6.89600,11111111111111111000000000000000
4954,3120308,K03380.01,FALSE POSITIVE,10.265589240,2454969.496,3.87900,11111111111111111000000000000000
4955,9991621,K03382.01,FALSE POSITIVE,18.925733300,2454978.527,6.14900,11111111111111111000000000000000
4956,8078502,K03383.01,CONFIRMED,37.886297700,2454966.031,5.21800,01111111111111111000000000000000
4957,8644365,K03384.01,CANDIDATE,10.548413290,2454972.064,1.87200,11111111111111111000000000000000
4958,5888187,K07749.01,CANDIDATE,133.634820700,2455069.352,1.58400,11111011101110111000000000000000
4959,2852528,K03446.01,FALSE POSITIVE,11.961543300,2454964.895,3.12900,00011111111111111000000000000000
4960,3348216,K03448.01,CANDIDATE,32.510844000,2454969.625,3.25400,11111111111111111000000000000000
4961,7032421,K01747.02,FALSE POSITIVE,0.566833990,2454964.780,0.75000,11111111111111111000000000000000
4962,10798838,K03449.01,FALSE POSITIVE,62.127677128,2455005.066,5.25005,11111111111111111000000000000000
4963,8560940,K03450.01,FALSE POSITIVE,31.973064900,2454966.841,8.87200,11111111111111111000000000000000
4964,10793576,K03451.01,CANDIDATE,10.907529770,2454969.608,2.76400,00000100010000011000000000000000
4965,10292238,K03526.01,FALSE POSITIVE,143.118869400,2455099.359,16.81090,11111101110111011000000000000000
4966,8733497,K03527.01,FALSE POSITIVE,76.819854650,2455021.126,5.16249,11111111111111111000000000000000
4967,4255422,K03528.01,FALSE POSITIVE,165.405749950,2454974.576,13.63630,11111111111111111000000000000000
4968,9837544,K03529.01,FALSE POSITIVE,71.661915163,2455005.907,6.33708,00011111111111111000000000000000
4969,7877824,K03530.01,FALSE POSITIVE,9.449426850,2454969.026,6.40303,00011111111111111000000000000000
4970,6469946,K07781.01,FALSE POSITIVE,0.715802309,2454964.690,1.55860,01111111111111111000000000000000
4971,6947164,K03531.01,FALSE POSITIVE,70.582847170,2455023.500,8.81169,11111111111111111000000000000000
4972,6233903,K03609.01,FALSE POSITIVE,2.995357359,2454965.797,6.57901,00000001111111111000000000000000
4973,7212066,K03610.01,FALSE POSITIVE,3.840485025,2454967.446,2.85920,00011111111111111000000000000000
4974,7212066,K03610.02,FALSE POSITIVE,1.920271880,2454965.525,2.65000,
4975,7047922,K01899.02,CANDIDATE,10.522637400,2454973.066,3.86400,11111111111111111000000000000000
4976,6675060,K03611.01,FALSE POSITIVE,10.443341795,2454966.629,3.94077,00000000011111111000000000000000
4977,5716508,K07737.01,FALSE POSITIVE,4.753078770,2454967.546,2.35000,00000011100000000000000000000000
4978,10518735,K03612.01,FALSE POSITIVE,19.515013291,2454969.216,4.59379,00000000011111111000000000000000
4979,6975129,K01628.02,CONFIRMED,1.772451066,2454965.087,2.45920,11111111111111111000000000000000
4980,8644365,K03384.02,CONFIRMED,19.915886300,2454972.368,6.19100,11111111111111111000000000000000
4981,9489947,K03385.01,FALSE POSITIVE,54.061328105,2455014.788,4.48223,11100111111111111000000000000000
4982,6960487,K03386.01,FALSE POSITIVE,34.525990182,2454983.102,4.47294,00011111111111111000000000000000
4983,5894182,K07750.01,CANDIDATE,494.485085000,2455360.709,3.90500,11111111111111111000000000000000
4984,6309264,K03387.01,FALSE POSITIVE,14.282141700,2454969.329,2.06800,11111111111111111000000000000000
4985,7021177,K03452.01,FALSE POSITIVE,18.645328820,2454980.208,3.63893,01111111111111111000000000000000
4986,7122259,K03454.01,FALSE POSITIVE,20.882125422,2454979.569,8.03365,00011111111111111000000000000000
4987,6947668,K03455.01,CANDIDATE,14.054571800,2454966.097,4.06600,00011111111111111000000000000000
4988,6364582,K03456.01,CONFIRMED,30.860978300,2454971.314,4.21600,01110111011101110000000000000000
4989,6190535,K07769.01,FALSE POSITIVE,3.652810043,2454967.790,1.51320,00011111111111111000000000000000
4990,9834257,K03457.01,FALSE POSITIVE,15.651348720,2454965.812,4.15530,11111111111111111000000000000000
4991,10290666,K00332.02,CANDIDATE,6.866742260,2454968.354,4.21600,11111101110111011000000000000000
4992,9529744,K01806.03,CONFIRMED,8.371595540,2454970.681,5.25200,11111111111111111000000000000000
4993,10748621,K03532.01,FALSE POSITIVE,286.175587500,2455147.102,16.10250,11111101110111011000000000000000
4994,4824268,K03533.01,FALSE POSITIVE,152.151447950,2455048.016,26.86120,11111111111111111000000000000000
4995,6527016,K07783.01,FALSE POSITIVE,0.542636318,2454964.956,1.25360,11111111111111111000000000000000
4996,6431670,K03534.01,FALSE POSITIVE,29.911334059,2454986.595,7.26916,00110100011110000000000000000000
4997,7376500,K03535.01,FALSE POSITIVE,5.877122485,2454969.421,4.71655,00000001111111111000000000000000
4998,9636559,K03618.01,FALSE POSITIVE,10.636305846,2454972.783,5.17212,00000000011111111000000000000000
4999,8095110,K03619.01,FALSE POSITIVE,2.103238900,2454965.868,6.47740,11111111111111111000000000000000
5000,11499263,K03620.01,FALSE POSITIVE,46.698200933,2455000.698,3.57049,11111110111011101000000000000000
5001,10328393,K01905.02,CONFIRMED,15.995603730,2454977.240,3.47100,11111111111111111000000000000000
5002,9775253,K03621.01,FALSE POSITIVE,4.394517980,2454966.621,2.95270,00000000010000000000000000000000
5003,3858988,K03388.01,FALSE POSITIVE,25.951879500,2454981.925,21.56900,11111011101110111000000000000000
5004,3848966,K03389.01,CANDIDATE,29.768183100,2454988.500,9.42500,11111111111111111000000000000000
5005,10798605,K03390.01,FALSE POSITIVE,56.048096688,2454992.168,4.04427,11111111111111111000000000000000
5006,5895083,K07751.01,FALSE POSITIVE,2.251612150,2454964.547,2.10000,11111111111111111000000000000000
5007,9452897,K03391.01,CANDIDATE,36.766236400,2454990.143,3.30500,01111111111111111000000000000000
5008,9714123,K03392.01,FALSE POSITIVE,50.355458980,2454969.911,5.51863,01111111111111111000000000000000
5009,6118370,K03458.01,CONFIRMED,14.032877500,2454971.060,6.68400,00011111111111111000000000000000
5010,2717158,K03459.01,CONFIRMED,13.222614900,2454977.295,4.33700,11111111111111111000000000000000
5011,6209677,K01750.02,CANDIDATE,2.537421640,2454965.346,1.56300,11111111111111111000000000000000
5012,6198256,K07770.01,FALSE POSITIVE,3.548286910,2454964.836,3.28100,11111111111111111000000000000000
5013,9664276,K03460.01,CANDIDATE,62.596544000,2455018.993,11.47700,11111101110111011000000000000000
5014,2437112,K03461.01,FALSE POSITIVE,18.798520000,2454971.021,4.79500,11111111111111111000000000000000
5015,7987086,K03536.01,FALSE POSITIVE,156.516573980,2455111.137,12.22590,11111111111111111000000000000000
5016,7374746,K03537.01,FALSE POSITIVE,1.366946478,2454965.205,3.37701,00011111111111111000000000000000
5017,8668810,K03538.01,FALSE POSITIVE,313.092750660,2455257.715,14.34470,01111111111111111000000000000000
5018,6519865,K07782.01,FALSE POSITIVE,0.566813677,2454964.789,2.45800,01111111111111111000000000000000
5019,8868907,K03539.01,FALSE POSITIVE,157.322639430,2455055.900,21.92320,11111111111111111000000000000000
5020,3865298,K03540.01,FALSE POSITIVE,9.530402160,2454971.233,5.95809,1000000000000000000000000000
5021,10091110,K03627.01,FALSE POSITIVE,4.218512654,2454966.507,3.62939,00011101110111011000000000000000
5022,10091110,K03627.02,FALSE POSITIVE,8.529991199,2454970.655,3.99540,00011101110111011000000000000000
5023,3542574,K03628.01,FALSE POSITIVE,3.471400450,2454966.751,1.55000,00000000011111111000000000000000
5024,3544694,K03629.01,FALSE POSITIVE,1.922862476,2454965.736,3.45940,00000000011111111000000000000000
5025,11521793,K00352.02,CONFIRMED,16.007472370,2454975.638,1.26700,11111111111111111000000000000000
5026,9085563,K03393.01,CONFIRMED,54.649367900,2455009.045,7.96200,00011111111111111000000000000000
5027,11337372,K01650.02,CONFIRMED,100.827672500,2455049.388,8.39000,00011110111011101000000000000000
5028,7748487,K03394.01,CANDIDATE,15.576406100,2454968.948,5.38200,11111111111111111000000000000000
5029,3219037,K03395.01,CANDIDATE,10.005069740,2454969.830,3.48100,11111111111111111000000000000000
5030,5952448,K07753.01,FALSE POSITIVE,0.905675699,2454965.201,1.70100,11111111111111111000000000000000
5031,5710069,K03396.01,CANDIDATE,36.258074900,2454979.834,5.91700,11111111111111111000000000000000
5032,9967009,K03462.01,CANDIDATE,12.432699700,2454975.105,7.81000,01111101110111011000000000000000
5033,9967009,K03462.02,CANDIDATE,30.990299700,2454974.441,9.45400,01111101110111011000000000000000
5034,11874338,K03464.01,FALSE POSITIVE,15.975041700,2454968.715,3.54900,11111111111111111000000000000000
5035,9763612,K03465.01,CONFIRMED,16.050546400,2454974.734,3.17100,11111111111111111000000000000000
5036,6199716,K07771.01,FALSE POSITIVE,0.805267592,2454965.091,0.88700,00011111111111111000000000000000
5037,9468384,K03466.01,FALSE POSITIVE,11.082622625,2455579.197,6.62584,00000001111111111000000000000000
5038,8868364,K03541.01,FALSE POSITIVE,421.428481940,2455095.289,8.60447,11111111111111111000000000000000
5039,10092312,K01823.02,FALSE POSITIVE,1.096587245,2454965.514,3.02870,11111101110111011000000000000000
5040,3964545,K03542.01,FALSE POSITIVE,3.012476415,2454965.247,3.31903,00111011101110111000000000000000
5041,9656397,K03543.01,FALSE POSITIVE,204.741047580,2455035.871,20.53570,11111111111111111000000000000000
5042,5444491,K07727.01,FALSE POSITIVE,0.759740194,2454964.820,3.25200,11111111111111111000000000000000
5043,3735629,K03544.01,FALSE POSITIVE,4.664186517,2454966.671,4.06390,00000001111111111000000000000000
5044,8244173,K03545.01,FALSE POSITIVE,1.092066399,2454965.103,2.97608,00011111111111111000000000000000
5045,6546508,K03613.01,FALSE POSITIVE,3.053578643,2454966.879,3.22884,00011111111111111000000000000000
5046,9886224,K03614.01,FALSE POSITIVE,2.992662857,2454964.893,2.52580,00000000011111111000000000000000
5047,3735634,K03615.01,FALSE POSITIVE,4.664188563,2454966.670,3.77300,11111111111111111000000000000000
5048,5730380,K07738.01,FALSE POSITIVE,0.954873008,2454964.852,1.06130,11111111111111111000000000000000
5049,6058875,K03616.01,FALSE POSITIVE,0.564934120,2454964.787,2.57621,00011111111111111000000000000000
5050,10735564,K03617.01,FALSE POSITIVE,1.674984844,2454964.793,4.92134,00001111111111111000000000000000
5051,6200810,K03397.01,CANDIDATE,35.875448200,2454980.509,3.97200,11111111111111111000000000000000
5052,3561464,K03398.01,CONFIRMED,7.319452940,2454970.221,4.88100,11111011101110111000000000000000
5053,3561464,K03398.02,CANDIDATE,35.800711200,2454977.922,8.21900,11111011101110111000000000000000
5054,5962509,K07754.01,FALSE POSITIVE,0.790049989,2454965.111,2.79400,11111111111111111000000000000000
5055,3561464,K03398.03,CANDIDATE,4.327105790,2454964.589,3.87200,11111011101110111000000000000000
5056,6359802,K03399.01,FALSE POSITIVE,14.154026150,2454977.177,4.11500,00011111111111111000000000000000
5057,7121885,K03467.01,FALSE POSITIVE,33.937542130,2454980.182,11.16770,00011111111111111000000000000000
5058,5213404,K03468.01,CONFIRMED,20.705715300,2454972.980,9.67800,11111111111111111000000000000000
5059,4844470,K03469.01,CANDIDATE,60.532988000,2454967.575,7.08600,11111011101110111000000000000000
5060,6205566,K07772.01,FALSE POSITIVE,3.722867900,2454967.635,9.55700,11111111111111111000000000000000
5061,11551692,K01781.03,CONFIRMED,58.019858300,2454984.850,5.34800,11111110111011101000000000000000
5062,9995771,K03470.01,CANDIDATE,15.061783500,2454973.111,6.31000,00011111111111111000000000000000
5063,7287391,K03546.01,FALSE POSITIVE,4.286103033,2454967.591,2.64220,00011111111111111000000000000000
5064,6756202,K03547.01,FALSE POSITIVE,290.777871900,2455226.511,12.05250,11110111011101110000000000000000
5065,10215869,K03548.01,FALSE POSITIVE,5.017239915,2454967.490,4.36126,00000100010000000000000000000000
5066,5456319,K07728.01,FALSE POSITIVE,0.937923475,2454965.345,3.16400,11111011101110111000000000000000
5067,2307206,K03549.01,FALSE POSITIVE,204.032934200,2455086.537,17.56230,01111111111111111000000000000000
5068,7025540,K03550.01,FALSE POSITIVE,2.148219541,2454965.767,2.94091,00011111111111111000000000000000
5069,7620844,K03551.01,FALSE POSITIVE,58.621578824,2455011.567,8.52961,11111111111111111000000000000000
5070,6677267,K03622.01,FALSE POSITIVE,3.125821128,2454967.480,2.21630,11111111111111111000000000000000
5071,7732791,K03623.01,FALSE POSITIVE,1.032068851,2454964.838,2.13440,01000100011110000000000000000000
5072,5736801,K07739.01,FALSE POSITIVE,6.675187100,2454970.453,2.37200,00011111111111111000000000000000
5073,8177798,K03624.01,FALSE POSITIVE,1.450205839,2454964.986,3.63730,00100010001000100000000000000000
5074,10489521,K03625.01,FALSE POSITIVE,3.224486463,2454964.856,4.61686,00000000010111011000000000000000
5075,12643582,K03626.01,FALSE POSITIVE,44.145797770,2455000.392,4.08800,00000000011111111000000000000000
5076,9328641,K03400.01,FALSE POSITIVE,33.323957600,2454965.590,37.21700,11111111111111111000000000000000
5077,9966219,K03401.01,CANDIDATE,17.955967300,2454972.035,6.23700,11111101110111011000000000000000
5078,5991070,K07756.01,FALSE POSITIVE,0.941029540,2454964.902,4.41500,11111111111111111000000000000000
5079,5531953,K01681.02,CANDIDATE,1.992812339,2454964.706,2.06600,11111111111111111000000000000000
5080,3757778,K03402.01,FALSE POSITIVE,36.514374043,2454996.794,6.48255,00011011101110111000000000000000
5081,11754430,K03403.01,CONFIRMED,39.818832000,2454999.651,10.75700,11111110111011101000000000000000
5082,9995771,K03470.02,CONFIRMED,25.433786400,2454976.130,6.51400,00011111111111111000000000000000
5083,11875511,K03471.01,FALSE POSITIVE,67.451045000,2454984.968,8.93870,11111111111111111000000000000000
5084,6231721,K07773.01,CANDIDATE,2.693399740,2454964.901,1.93600,11111111111111111000000000000000
5085,9536108,K03472.01,CANDIDATE,10.430031180,2454966.296,2.02900,11111111111111111000000000000000
5086,8905246,K03473.01,CANDIDATE,27.637147080,2454976.933,1.72770,11111111111111111000000000000000
5087,5213230,K03474.01,CONFIRMED,52.609510300,2454991.625,8.20200,11111111111111111000000000000000
5088,3326377,K01830.02,CONFIRMED,198.710625100,2454989.518,8.63800,11111111111111111000000000000000
5089,6233466,K03552.01,FALSE POSITIVE,15.873380595,2454976.860,8.04290,00000001111111111000000000000000
5090,5460434,K07729.01,CANDIDATE,50.563697000,2454978.866,5.38100,11111011101110111000000000000000
5091,11249624,K03553.01,FALSE POSITIVE,65.583665567,2455015.649,5.01216,11111111111111111000000000000000
5092,6426592,K03554.01,FALSE POSITIVE,394.678162670,2455179.140,6.05443,11110111011101110000000000000000
5093,8491745,K03555.01,FALSE POSITIVE,111.319805220,2455059.649,23.00780,11111111111111111000000000000000
5094,3970117,K03556.01,FALSE POSITIVE,110.295126840,2455068.751,16.53390,11111011101110111000000000000000
5095,11147814,K03334.01,FALSE POSITIVE,95.178317934,2455057.597,3.60125,11111111111111111000000000000000
5096,10922659,K03335.01,CONFIRMED,31.254323800,2454988.047,5.66200,00011111111111111000000000000000
5097,8892720,K03336.01,FALSE POSITIVE,61.491147900,2454996.634,9.74500,00011111111111111000000000000000
5098,6021275,K00284.04,CONFIRMED,110.286703100,2455072.221,4.42700,11110111011101110000000000000000
5099,7869917,K01525.02,CANDIDATE,11.806173700,2454971.264,4.47200,11111111111111111000000000000000
5100,11754430,K03403.02,CONFIRMED,6.158286660,2454968.497,6.32900,11111110111011101000000000000000
5101,6032920,K07757.01,FALSE POSITIVE,10.828825742,2454967.925,0.72750,11111111111111111000000000000000
5102,8409295,K03404.01,CONFIRMED,82.292865000,2455045.031,7.04800,11111111111111111000000000000000
5103,7131760,K03407.01,CONFIRMED,92.436978000,2454996.579,6.43200,11111111111111111000000000000000
5104,11922778,K03408.01,CANDIDATE,65.427645000,2455009.273,9.40400,11111111111111111000000000000000
5105,9468382,K03409.01,FALSE POSITIVE,11.082605530,2454969.656,6.23000,11111111111111111000000000000000
5106,6145201,K03475.01,FALSE POSITIVE,22.783277600,2454978.533,4.19400,11111111111111111000000000000000
5107,5986209,K03476.01,FALSE POSITIVE,23.737952838,2454980.007,8.50818,00011111111111111000000000000000
5108,9226339,K03477.01,FALSE POSITIVE,21.461845300,2454965.216,5.67500,11111111111111111000000000000000
5109,6525209,K03479.01,FALSE POSITIVE,75.131948830,2455017.429,20.87290,11111111111111111000000000000000
5110,2975770,K01788.02,CANDIDATE,369.069345000,2455131.396,5.83200,00110011001100110000000000000000
5111,5534965,K03557.01,FALSE POSITIVE,243.821221310,2454992.496,10.93120,11111111111111111000000000000000
5112,5512513,K07730.01,FALSE POSITIVE,0.774598560,2454965.319,2.71000,11110111011101110000000000000000
5113,9965206,K03558.01,FALSE POSITIVE,16.227548674,2454969.640,5.08666,00011101110111011000000000000000
5114,4247023,K03559.01,FALSE POSITIVE,47.189437000,2454981.045,11.55500,
5115,4848423,K03560.01,FALSE POSITIVE,1.501760172,2454964.567,5.85519,00000011001100110000000000000000
5116,11403216,K03561.01,FALSE POSITIVE,4.053254470,2454967.745,4.01160,00011111111111111000000000000000
5117,11853878,K01833.02,CONFIRMED,7.684333460,2454966.360,1.43460,11111110111011101000000000000000
5118,5774375,K07740.01,FALSE POSITIVE,1.549979213,2454965.675,7.59450,11110111011101110000000000000000
5119,7692093,K03337.01,CANDIDATE,11.166228850,2454967.970,3.38900,11111111111111111000000000000000
5120,8263752,K03338.01,FALSE POSITIVE,10.993819630,2454966.253,3.78890,11111111111111111000000000000000
5121,8263752,K03338.02,FALSE POSITIVE,10.993808700,2454971.806,5.04030,11111111111111111000000000000000
5122,7772914,K03339.01,CANDIDATE,23.133449400,2454987.453,3.60200,11111111111111111000000000000000
5123,3529290,K03340.01,CANDIDATE,8.953965600,2454965.845,4.89800,11111111111111111000000000000000
5124,3529290,K03340.02,CANDIDATE,13.728137300,2454976.552,5.30400,11111111111111111000000000000000
5125,9285265,K03410.01,CONFIRMED,16.586032900,2454966.281,7.04300,11111111111111111000000000000000
5126,6025124,K03411.01,CANDIDATE,26.837718080,2454991.125,1.61620,11110111011101110000000000000000
5127,5780930,K03412.01,CONFIRMED,16.752507700,2454964.598,3.17400,11111111111111111000000000000000
5128,5531953,K01681.03,CANDIDATE,3.531058350,2454967.317,1.77800,11111111111111111000000000000000
5129,4164393,K03413.01,FALSE POSITIVE,49.612757516,2454998.998,7.07603,11111011101110111000000000000000
5130,6277410,K07774.01,CANDIDATE,6.325895740,2454966.271,1.38300,11111111111111111000000000000000
5131,9843517,K03480.01,CANDIDATE,11.937835400,2454966.261,4.65200,11111101110111011000000000000000
5132,8812045,K03481.01,CANDIDATE,32.715906000,2454968.920,10.79000,11111111111111111000000000000000
5133,7288444,K03482.01,CONFIRMED,15.331771900,2454975.522,5.46700,11111111111111111000000000000000
5134,3101923,K03483.01,CANDIDATE,82.331756000,2454966.081,8.66400,11111111111111111000000000000000
5135,10881457,K03484.01,CONFIRMED,84.704139000,2454985.183,10.39300,00011101110111011000000000000000
5136,5513861,K07731.01,FALSE POSITIVE,0.755105584,2454964.813,5.02374,11110111011101110000000000000000
5137,9948002,K03562.01,FALSE POSITIVE,101.263362820,2455047.125,17.89510,11111111111111111000000000000000
5138,5264304,K03563.01,FALSE POSITIVE,120.581671780,2455081.239,8.29040,00011111111111111000000000000000
5139,10960995,K03564.01,FALSE POSITIVE,1.558544209,2454964.568,3.37270,00011111111111111000000000000000
5140,9592575,K03565.01,FALSE POSITIVE,2.637574080,2454964.576,5.96260,00011111111111111000000000000000
5141,7898576,K03566.01,FALSE POSITIVE,8.646361880,2454968.462,8.73607,00000000010000000000000000000000
5142,5806800,K07741.01,FALSE POSITIVE,125.288206000,2455085.098,3.69500,11111111111111111000000000000000
5143,11671429,K03567.01,FALSE POSITIVE,112.463588930,2455030.558,31.82730,11111111111111111000000000000000
5144,5621333,K03341.01,CANDIDATE,27.096514600,2454972.352,8.42000,11111111111111111000000000000000
5145,5621333,K03341.02,CANDIDATE,11.547498300,2454972.978,6.68400,11111111111111111000000000000000
5146,5392897,K03342.01,FALSE POSITIVE,42.399304290,2455187.461,18.36090,00011111111111111000000000000000
5147,3236705,K03343.01,CANDIDATE,83.266410300,2455027.239,2.81300,11111111111111111000000000000000
5148,5282049,K01545.02,FALSE POSITIVE,5.910399050,2454965.728,3.85000,00011011101110111000000000000000
5149,11810124,K03344.01,CANDIDATE,11.604488100,2454972.056,3.40900,11111111111111111000000000000000
5150,6023859,K03414.01,FALSE POSITIVE,27.009807384,2454974.290,1.96698,00110011001100110000000000000000
5151,3433668,K03415.01,CONFIRMED,15.021978400,2454976.699,5.06800,11111111111111111000000000000000
5152,2849140,K03416.01,CANDIDATE,11.823722800,2454972.420,8.51800,11111111111111111000000000000000
5153,7503885,K03417.01,CONFIRMED,91.078624000,2455046.772,10.30400,00011111111111111000000000000000
5154,3629330,K03418.01,CONFIRMED,85.272459000,2455015.373,13.31000,11100111111111111000000000000000
5155,5471289,K03485.01,FALSE POSITIVE,12.425926750,2454974.529,29.17010,11111111111111111000000000000000
5156,8121328,K03486.01,CANDIDATE,19.068951300,2454978.751,12.46200,11111111111111111000000000000000
5157,9783760,K03487.01,FALSE POSITIVE,89.739813700,2455038.265,3.26371,11111101110111011000000000000000
5158,9528430,K03489.01,FALSE POSITIVE,90.082555620,2455006.988,19.73010,11111111111111111000000000000000
5159,5529552,K07732.01,FALSE POSITIVE,0.759768478,2454964.786,2.82400,11111111111111111000000000000000
5160,8882847,K03490.01,FALSE POSITIVE,42.201158700,2455005.434,8.47900,11111111111111111000000000000000
5161,9773869,K03568.01,FALSE POSITIVE,15.651290280,2454965.815,6.76310,00000001111111111000000000000000
5162,6707942,K03569.01,FALSE POSITIVE,9.014220178,2454964.550,2.76441,00110011001100110000000000000000
5163,5023948,K03570.01,FALSE POSITIVE,1.824653341,2454965.883,4.25512,00000011101110111000000000000000
5164,5113053,K03571.01,FALSE POSITIVE,3.185090259,2454966.294,4.80188,00000011100100000000000000000000
5165,5817957,K07742.01,FALSE POSITIVE,372.768880000,2455210.614,23.27000,11111111111111111000000000000000
5166,11853878,K01833.03,CONFIRMED,5.709407950,2454970.122,1.62200,11111110111011101000000000000000
5167,4743508,K03572.01,FALSE POSITIVE,2.086076372,2454966.416,2.40320,00111111111111111000000000000000
5168,11810124,K03344.02,CONFIRMED,3.638989530,2454964.786,2.25200,11111111111111111000000000000000
5169,11303322,K03345.01,CONFIRMED,38.130332400,2454992.388,6.53000,11111111111111111000000000000000
5170,11241912,K03346.01,CONFIRMED,14.427350880,2454971.840,4.85700,11111111111111111000000000000000
