loc_rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_time0,koi_duration,koi_quarters
1,10797460,K00752.01,CONFIRMED,9.488035570,2455003.539,2.95750,11111111111111111000000000000000
2,10797460,K00752.02,CONFIRMED,54.418382700,2454995.514,4.50700,11111111111111111000000000000000
3,10811496,K00753.01,CANDIDATE,19.899139950,2455008.850,1.78220,11111101110111011000000000000000
4,10848459,K00754.01,FALSE POSITIVE,1.736952453,2455003.308,2.40641,11111110111011101000000000000000
5,10854555,K00755.01,CONFIRMED,2.525591777,2455004.596,1.65450,01111111111111111000000000000000
6,10872983,K00756.01,CONFIRMED,11.094320540,2455004.201,4.59450,01111101110111011000000000000000
7,10872983,K00756.02,CONFIRMED,4.134435120,2455005.979,3.14020,01111101110111011000000000000000
8,10872983,K00756.03,CONFIRMED,2.566588970,2455012.554,2.42900,01111101110111011000000000000000
9,6721123,K00114.01,FALSE POSITIVE,7.361789580,2454965.251,5.02200,11111111111111111000000000000000
10,10910878,K00757.01,CONFIRMED,16.068646740,2455006.622,3.53470,11111110111011101000000000000000
11,11446443,K00001.01,CONFIRMED,2.470613377,2454955.763,1.74319,11111110111011101000000000000000
12,10666592,K00002.01,CONFIRMED,2.204735417,2454954.359,3.88864,11111111111111111000000000000000
13,6922244,K00010.01,CONFIRMED,3.522498429,2454954.119,3.19843,11111111111111111000000000000000
14,10984090,K00112.02,CONFIRMED,3.709214104,2454966.983,2.63020,11111111111111111000000000000000
15,10419211,K00742.01,FALSE POSITIVE,11.521446064,2455003.840,3.63990,11111101110111011000000000000000
16,10464078,K00743.01,FALSE POSITIVE,19.403937760,2455005.484,12.21550,11111111111111111000000000000000
17,10480982,K00744.01,FALSE POSITIVE,19.221388942,2455017.552,4.79843,11111101110111011000000000000000
18,10485250,K00745.01,FALSE POSITIVE,16.469837740,2455013.882,9.43780,01111101110111011000000000000000
19,10526549,K00746.01,CONFIRMED,9.273581730,2455006.258,3.28750,11111111111111111000000000000000
20,10583066,K00747.01,CONFIRMED,6.029303290,2455004.603,1.58210,11111111111111111000000000000000
21,10583180,K00748.01,FALSE POSITIVE,2.696370652,2455003.738,3.61290,11111111111111111000000000000000
22,10601284,K00749.01,CONFIRMED,5.349553819,2455004.807,3.02780,11111111111111111000000000000000
23,10601284,K00749.02,CONFIRMED,3.941052210,2454969.087,2.59840,11111111111111111000000000000000
24,10601284,K00749.03,CONFIRMED,8.109048070,2454965.803,3.59600,11111111111111111000000000000000
25,2306756,K00113.01,FALSE POSITIVE,386.603052800,2454999.342,6.80570,
26,10662202,K00750.01,CONFIRMED,21.676991930,2455004.536,3.45550,11111111111111111000000000000000
27,10682541,K00751.01,CONFIRMED,4.996779680,2455004.742,2.17170,01111101110111011000000000000000
28,11460018,K00769.01,CONFIRMED,4.280963604,2455004.897,2.87500,11111111111111111000000000000000
29,11463211,K00770.01,FALSE POSITIVE,1.506354090,2455003.998,1.51550,11111111111111111000000000000000
30,11465813,K00771.01,FALSE POSITIVE,670.645531000,2455042.044,53.41200,11100011111111111000000000000000
31,11493732,K00772.01,FALSE POSITIVE,61.256362800,2455006.838,7.63300,11100010111011101000000000000000
32,11507101,K00773.01,CONFIRMED,38.377548600,2455005.820,5.58800,11111111111111111000000000000000
33,10910878,K00757.02,CONFIRMED,41.197255020,2454998.004,4.62970,11111110111011101000000000000000
34,10910878,K00757.03,CONFIRMED,6.252962249,2455004.301,2.58190,11111110111011101000000000000000
35,10987985,K00758.01,CONFIRMED,16.013084190,2455009.361,3.25540,11101101110111011000000000000000
36,11018648,K00759.01,CONFIRMED,32.628766720,2455027.102,4.79710,11111110111011101000000000000000
37,11018648,K00759.02,CONFIRMED,91.773286200,2455026.838,6.47300,11111110111011101000000000000000
38,11138155,K00760.01,CANDIDATE,4.959319244,2455005.259,2.22739,11111111111111111000000000000000
39,11152159,K00761.01,FALSE POSITIVE,2.701287801,2455003.696,3.38270,01111101110111011000000000000000
40,11153539,K00762.01,CONFIRMED,4.498765110,2455004.349,3.73620,11111101110111011000000000000000
41,11242721,K00763.01,FALSE POSITIVE,19.651209505,2455012.402,5.25140,01101111111111111000000000000000
42,9579641,K00115.01,CONFIRMED,5.412203927,2454966.143,2.94720,11111111111111111000000000000000
43,11304958,K00764.01,CONFIRMED,41.439586620,2455041.932,10.59890,11111111111111111000000000000000
44,11391957,K00765.01,CONFIRMED,8.353895230,2455004.633,2.25140,11111110111011101000000000000000
45,11403044,K00766.01,CONFIRMED,4.125543472,2455002.753,3.17440,01111111111111111000000000000000
46,11414511,K00767.01,CONFIRMED,2.816504904,2455003.968,2.50587,11111111111111111000000000000000
47,11442465,K00768.01,FALSE POSITIVE,33.933734470,2455019.676,14.56100,11111110111011101000000000000000
48,12110942,K00786.01,CONFIRMED,3.689920099,2455003.366,2.65570,11111111111111111000000000000000
49,12366084,K00787.01,CONFIRMED,4.431238488,2455004.015,3.15000,11111111111111111000000000000000
50,12366084,K00787.02,CONFIRMED,11.379369860,2454966.850,2.62550,11111111111111111000000000000000
51,12404086,K00788.01,CONFIRMED,26.394328970,2455009.055,3.57300,11111111111111111000000000000000
52,8395660,K00116.01,CONFIRMED,13.570782810,2454969.279,3.35390,11111111111111111000000000000000
53,9579641,K00115.02,CONFIRMED,7.125943870,2454972.005,3.00140,11111111111111111000000000000000
54,11656840,K00774.01,FALSE POSITIVE,7.442652004,2455002.972,2.30780,11111111111111111000000000000000
55,11754553,K00775.01,CONFIRMED,16.384899880,2455005.728,3.02490,11111110111011101000000000000000
56,11754553,K00775.02,CONFIRMED,7.877416300,2455009.376,2.08050,11111110111011101000000000000000
57,11754553,K00775.03,CONFIRMED,36.445400100,2454984.601,4.00700,11111110111011101000000000000000
58,11812062,K00776.01,CONFIRMED,3.728732147,2455004.793,2.68300,11111111111111111000000000000000
59,11818800,K00777.01,CANDIDATE,40.419503700,2455006.565,3.36200,11111111111111111000000000000000
60,11853255,K00778.01,CONFIRMED,2.243380573,2455003.679,1.11960,11111110111011101000000000000000
61,11909839,K00779.01,FALSE POSITIVE,10.405998015,2455010.197,6.50360,01101111111111111000000000000000
62,11918099,K00780.01,CONFIRMED,2.337437946,2455004.762,1.99820,11111111111111111000000000000000
63,11918099,K00780.02,CANDIDATE,7.240661200,2454970.755,0.55800,11111111111111111000000000000000
64,9579641,K00115.03,CANDIDATE,3.435916310,2454965.662,3.13300,11111111111111111000000000000000
65,11923270,K00781.01,CONFIRMED,11.598222330,2455013.395,2.52370,11111111111111111000000000000000
66,11960862,K00782.01,CONFIRMED,6.575315881,2455006.634,4.30840,11111111111111111000000000000000
67,12020329,K00783.01,CONFIRMED,7.275040844,2455002.994,7.53770,11111111111111111000000000000000
68,12066335,K00784.01,CONFIRMED,19.271538920,2455019.771,2.75940,11111111111111111000000000000000
69,12066335,K00784.02,CONFIRMED,10.065243170,2454969.289,1.36900,11111111111111111000000000000000
70,12070811,K00785.01,CONFIRMED,12.393565100,2455011.747,3.88960,11111111111111111000000000000000
71,8395660,K00116.02,CONFIRMED,43.844397210,2454984.935,6.80200,11111111111111111000000000000000
72,3120431,K00798.01,FALSE POSITIVE,3.341913228,2455004.639,3.81300,01111111111111111000000000000000
73,3246984,K00799.01,FALSE POSITIVE,1.626630225,2455002.820,2.11450,11111011101110111000000000000000
74,3342970,K00800.01,CONFIRMED,2.711504086,2455003.034,3.00990,11111111111111111000000000000000
75,3342970,K00800.02,CONFIRMED,7.212037480,2455005.818,4.04910,11111111111111111000000000000000
76,12459725,K00789.01,FALSE POSITIVE,14.179818700,2455004.502,2.50500,
77,12470844,K00790.01,CONFIRMED,8.472379110,2455007.162,2.72450,11111111111111111000000000000000
78,12470844,K00790.02,CONFIRMED,60.418936900,2455014.164,5.03900,11111111111111111000000000000000
79,12644822,K00791.01,CONFIRMED,12.611904345,2455013.892,5.14970,11111111111111111000000000000000
80,2440757,K00792.01,FALSE POSITIVE,1.433769925,2455003.404,1.88680,11001100110011001000000000000000
81,2445129,K00793.01,FALSE POSITIVE,10.318723010,2455006.315,3.83600,11111111111111111000000000000000
82,2713049,K00794.01,CONFIRMED,2.539183147,2455002.675,2.42820,11111111111111111000000000000000
83,3114167,K00795.01,CONFIRMED,6.770300385,2455003.577,2.08440,11111111111111111000000000000000
84,3114661,K00796.01,FALSE POSITIVE,0.444291966,2455002.865,2.07920,01111111111111111000000000000000
85,3115833,K00797.01,CANDIDATE,10.181584004,2455010.142,3.50890,01111111111111111000000000000000
86,4139816,K00812.02,CONFIRMED,20.060363360,2454980.466,3.32030,11111111111111111000000000000000
87,4139816,K00812.03,CONFIRMED,46.184203900,2454998.237,4.75800,11111111111111111000000000000000
88,8395660,K00116.04,CONFIRMED,23.980085400,2454980.537,5.35100,11111111111111111000000000000000
89,4139816,K00812.04,CONFIRMED,7.825021680,2454969.550,2.18600,11111111111111111000000000000000
90,4275191,K00813.01,CONFIRMED,3.895936525,2455003.528,2.31110,11111011101110111000000000000000
91,4476123,K00814.01,CONFIRMED,22.366464660,2455008.459,5.22800,11111011101110111000000000000000
92,3351888,K00801.01,CONFIRMED,1.625522174,2455003.827,2.38963,11111011101110111000000000000000
93,3453214,K00802.01,CANDIDATE,19.620346923,2455014.882,2.00380,11111011101110111000000000000000
94,3554600,K00803.01,FALSE POSITIVE,7.544039000,2455004.798,6.22200,01111011101110111000000000000000
95,3641726,K00804.01,CONFIRMED,9.029306890,2455010.204,3.14490,11111111111111111000000000000000
96,3734868,K00805.01,FALSE POSITIVE,10.328035714,2455007.581,7.79150,01101111111111111000000000000000
97,3832474,K00806.01,CONFIRMED,143.206304700,2454987.236,8.93020,11111111111111111000000000000000
98,8395660,K00116.03,CONFIRMED,6.164876000,2454968.639,3.26200,11111111111111111000000000000000
99,3832474,K00806.02,CONFIRMED,60.324942160,2455076.893,6.61880,11111111111111111000000000000000
100,3832474,K00806.03,CONFIRMED,29.159861500,2454983.699,4.80300,
101,3836375,K00807.01,FALSE POSITIVE,1.540397253,2455003.505,2.15410,01111111111111111000000000000000
102,3838486,K00808.01,FALSE POSITIVE,2.990254430,2455004.983,5.41400,11111111111111111000000000000000
103,3935914,K00809.01,CONFIRMED,1.594745374,2455003.648,1.96040,01101111111111111000000000000000
104,3940418,K00810.01,CONFIRMED,4.783002698,2455003.508,2.33500,11111111111111111000000000000000
105,4049131,K00811.01,CONFIRMED,20.505889210,2455014.434,4.05950,11111111111111111000000000000000
106,4139816,K00812.01,CONFIRMED,3.340218842,2455004.979,1.91040,11111111111111111000000000000000
107,5287983,K00828.01,FALSE POSITIVE,2.507089906,2455004.002,2.00670,01111011101110111000000000000000
108,5358241,K00829.01,CONFIRMED,18.649327280,2455007.771,4.40560,11111111111111111000000000000000
109,10875245,K00117.02,CONFIRMED,4.901449760,2454971.605,4.16540,11111101110111011000000000000000
110,5358241,K00829.02,CONFIRMED,9.751921010,2454971.786,4.79300,11111111111111111000000000000000
111,5358241,K00829.03,CONFIRMED,38.557654600,2454996.851,5.79400,11111111111111111000000000000000
112,5358624,K00830.01,CONFIRMED,3.525632539,2455003.048,2.59959,11111111111111111000000000000000
113,4544670,K00815.01,CANDIDATE,34.843986440,2455005.633,2.93150,11111111111111111000000000000000
114,4664847,K00816.01,CONFIRMED,7.748094239,2455007.997,3.59570,01111011101110111000000000000000
115,4725681,K00817.01,CONFIRMED,23.967936690,2455019.222,3.82700,11110111011101110000000000000000
116,4725681,K00817.02,CONFIRMED,8.295617380,2454968.793,1.34210,11110111011101110000000000000000
117,4913852,K00818.01,CONFIRMED,8.114374820,2455009.340,2.27360,11111111111111111000000000000000
118,4932348,K00819.01,FALSE POSITIVE,38.036729482,2455029.935,4.34617,11111011101110111000000000000000
119,4936180,K00820.01,CANDIDATE,4.640900310,2455006.646,35.51200,11111011101110111000000000000000
120,11913073,K00011.01,FALSE POSITIVE,3.747838198,2455004.665,5.06420,11111111111111111000000000000000
121,10875245,K00117.01,CONFIRMED,14.749148250,2454971.778,6.09950,11111101110111011000000000000000
122,5021899,K00821.01,CONFIRMED,21.812959960,2455007.011,4.37910,01101011101110111000000000000000
123,5077629,K00822.01,FALSE POSITIVE,7.919369370,2455005.181,3.31480,11110111011101110000000000000000
124,5115978,K00823.01,CANDIDATE,1.028436523,2455003.229,1.86060,
125,5164255,K00824.01,CONFIRMED,15.375623690,2455006.614,3.31690,01000011011101110000000000000000
126,5252423,K00825.01,CONFIRMED,8.103632710,2455009.949,3.16100,11110111011101110000000000000000
127,5252423,K00825.02,CONFIRMED,4.715108430,2454967.962,2.50600,11110111011101110000000000000000
128,5272878,K00826.01,CONFIRMED,6.365839713,2455004.136,2.97210,11111111111111111000000000000000
129,5283542,K00827.01,FALSE POSITIVE,5.975817540,2455007.776,3.06500,11111011101110111000000000000000
130,5649215,K00839.01,FALSE POSITIVE,2.446737317,2455003.670,4.72110,11111111111111111000000000000000
131,5651104,K00840.01,CONFIRMED,3.040330460,2455002.949,1.84110,11111111111111111000000000000000
132,5792202,K00841.01,CONFIRMED,15.335286750,2455007.003,3.89700,11111111111111111000000000000000
133,10875245,K00117.04,CONFIRMED,7.958253280,2454970.802,4.37700,11111101110111011000000000000000
134,5792202,K00841.02,CONFIRMED,31.330461350,2454986.430,5.17600,11111111111111111000000000000000
135,5370302,K00831.01,FALSE POSITIVE,3.904342500,2455006.394,3.83100,11111011101110111000000000000000
136,5372966,K00832.01,FALSE POSITIVE,9.286358079,2455004.821,3.49949,11111011101110111000000000000000
137,5376067,K00833.01,FALSE POSITIVE,3.951405455,2455006.276,2.18620,11111011101110111000000000000000
138,5436502,K00834.01,CONFIRMED,23.653694150,2455004.376,8.21830,11111111111111111000000000000000
139,5436502,K00834.02,CONFIRMED,13.233522140,2454973.322,6.73720,11111111111111111000000000000000
140,5436502,K00834.03,CONFIRMED,6.155602850,2454967.817,4.98430,11111111111111111000000000000000
141,5436502,K00834.04,CONFIRMED,2.090811305,2454967.175,3.38800,11111111111111111000000000000000
142,10875245,K00117.03,CONFIRMED,3.180027898,2454966.499,3.57970,11111101110111011000000000000000
143,5436502,K00834.05,CONFIRMED,50.446741700,2455011.501,7.15900,11111111111111111000000000000000
144,5456651,K00835.01,CONFIRMED,11.763071640,2455013.936,2.90760,11111011101110111000000000000000
145,5456651,K00835.02,CONFIRMED,56.227927100,2454965.293,3.57000,11111011101110111000000000000000
146,5481416,K00836.01,FALSE POSITIVE,2.384052875,2455004.584,3.09180,01111111111111111000000000000000
147,5531576,K00837.01,CONFIRMED,7.953547000,2455007.662,2.63120,11111111111111111000000000000000
148,5531576,K00837.02,CONFIRMED,4.144516560,2454968.928,2.34210,11111111111111111000000000000000
149,5534814,K00838.01,FALSE POSITIVE,4.859386384,2455006.011,2.27570,11111111111111111000000000000000
150,6291653,K00850.01,CONFIRMED,10.526294577,2455009.522,2.52110,11111111111111111000000000000000
151,6392727,K00851.01,CONFIRMED,4.583520948,2455002.974,2.70550,11111111111111111000000000000000
152,6422070,K00852.01,CONFIRMED,3.761818430,2455004.904,3.51760,11110111011101110000000000000000
153,6428700,K00853.01,CONFIRMED,8.203969580,2455002.691,2.96670,11111111111111111000000000000000
154,6428700,K00853.02,CONFIRMED,14.496451860,2454976.417,4.01600,11111111111111111000000000000000
155,5792202,K00841.03,CONFIRMED,6.546261490,2454966.860,2.75000,11111111111111111000000000000000
156,5794379,K00842.01,CONFIRMED,12.718098660,2455008.355,3.09570,11111111111111111000000000000000
157,5794379,K00842.02,CONFIRMED,36.065881630,2455031.584,4.32460,11111111111111111000000000000000
158,5881688,K00843.01,CONFIRMED,4.190425659,2455004.441,2.85890,11111111111111111000000000000000
159,6022556,K00844.01,CONFIRMED,3.709870784,2455004.988,3.06940,11110111011101110000000000000000
160,6032497,K00845.01,CONFIRMED,16.329752700,2455010.295,6.27100,11111111111111111000000000000000
161,6061119,K00846.01,CONFIRMED,27.807566216,2455019.714,4.21587,11111111111111111000000000000000
162,6191521,K00847.01,CONFIRMED,80.872346900,2455036.895,11.19500,11111111111111111000000000000000
163,6267425,K00848.01,FALSE POSITIVE,3.166465862,2455005.003,2.93810,01110111011101110000000000000000
164,3531558,K00118.01,CONFIRMED,24.993243190,2454971.682,5.94090,11111111111111111000000000000000
165,6276477,K00849.01,CONFIRMED,10.355331160,2455003.937,3.17750,11111111111111111000000000000000
166,6863998,K00867.01,CONFIRMED,16.085189370,2455013.283,3.98400,11111111111111111000000000000000
167,6867155,K00868.01,CANDIDATE,235.998639900,2455041.400,8.22840,11111111111111111000000000000000
168,6948054,K00869.01,CONFIRMED,7.490183050,2455007.950,2.72970,11111111111111111000000000000000
169,6948054,K00869.02,CONFIRMED,36.276123800,2455034.287,4.78650,11111111111111111000000000000000
170,6948054,K00869.03,CONFIRMED,17.460879310,2454970.266,2.26410,11111111111111111000000000000000
171,6435936,K00854.01,CONFIRMED,56.056075400,2455034.166,4.68500,11111111111111111000000000000000
172,6522242,K00855.01,CONFIRMED,41.408316686,2455028.787,5.02640,11111111111111111000000000000000
173,6526710,K00856.01,CANDIDATE,39.748930770,2455005.855,7.30510,11111111111111111000000000000000
174,6587280,K00857.01,CONFIRMED,5.715425977,2455007.879,2.52420,11110111011101110000000000000000
175,9471974,K00119.01,CONFIRMED,49.183941850,2454974.912,11.33640,11111111111111111000000000000000
176,6587280,K00857.02,CONFIRMED,20.026141200,2454979.911,1.61100,11110111011101110000000000000000
177,6599919,K00858.01,CANDIDATE,13.610148190,2455006.987,2.59400,11111111111111111000000000000000
178,6675056,K00859.01,FALSE POSITIVE,10.443319910,2455008.405,2.74300,01111111111111111000000000000000
179,6685526,K00861.01,CONFIRMED,2.237489571,2455003.819,1.81190,11111111111111111000000000000000
180,6756669,K00862.01,FALSE POSITIVE,5.851520671,2455006.823,3.11058,11110111011101110000000000000000
181,6784235,K00863.01,CONFIRMED,3.167893418,2455005.148,2.18140,11111111111111111000000000000000
182,6849310,K00864.01,CONFIRMED,4.311780262,2455006.576,2.72510,01111111111111111000000000000000
183,6849310,K00864.02,CONFIRMED,20.050449400,2455021.088,4.55600,01111111111111111000000000000000
184,6849310,K00864.03,CONFIRMED,9.767345030,2455019.577,1.65850,01111111111111111000000000000000
185,6862328,K00865.01,CANDIDATE,119.020704400,2455055.236,8.14050,11111111111111111000000000000000
186,9471974,K00119.02,CONFIRMED,190.320046800,2455145.685,15.28400,11111111111111111000000000000000
187,6862603,K00866.01,FALSE POSITIVE,2.861159894,2455004.648,1.88320,01111111111111111000000000000000
188,7366258,K00880.01,CONFIRMED,26.444393370,2455027.121,3.97830,11111111111111111000000000000000
189,7366258,K00880.02,CONFIRMED,51.539979720,2455007.055,6.39940,11111111111111111000000000000000
190,7366258,K00880.03,CONFIRMED,5.902245782,2454969.784,2.90030,11111111111111111000000000000000
191,7366258,K00880.04,CONFIRMED,2.382951591,2454968.081,1.88760,11111111111111111000000000000000
192,7373451,K00881.01,CONFIRMED,21.022506080,2455040.676,4.10720,11111111111111111000000000000000
193,6948054,K00869.04,CONFIRMED,3.219814777,2454966.004,2.06420,11111111111111111000000000000000
194,6949607,K00870.01,CONFIRMED,5.912273234,2455005.184,2.32540,11111111111111111000000000000000
195,6949607,K00870.02,CONFIRMED,8.985819010,2455008.684,2.86060,11111111111111111000000000000000
196,7031517,K00871.01,CANDIDATE,12.940668656,2455012.423,2.48450,11111111111111111000000000000000
197,11869052,K00120.01,FALSE POSITIVE,20.545237500,2454970.914,2.51700,11111111111111111000000000000000
198,7109675,K00872.01,CONFIRMED,33.601233710,2455019.680,4.40560,11111111111111111000000000000000
199,7109675,K00872.02,CONFIRMED,6.766529280,2454971.064,2.90040,11111111111111111000000000000000
200,7118364,K00873.01,CONFIRMED,4.347288783,2455005.233,2.10240,11111111111111111000000000000000
201,7134976,K00874.01,CONFIRMED,4.601811819,2455002.981,2.26070,11111111111111111000000000000000
202,7134976,K00874.02,CONFIRMED,11.187199050,2454970.178,3.25200,11111111111111111000000000000000
203,7135852,K00875.01,CONFIRMED,4.220965778,2455003.622,3.08540,11111111111111111000000000000000
204,7270230,K00876.01,FALSE POSITIVE,6.998099523,2455004.899,2.04880,11111111111111111000000000000000
205,7287995,K00877.01,CONFIRMED,5.954899930,2455003.956,2.38920,11111111111111111000000000000000
206,7287995,K00877.02,CONFIRMED,12.039874880,2455014.225,2.73630,11111111111111111000000000000000
207,7287995,K00877.03,CONFIRMED,20.837628950,2454965.085,2.37340,11111111111111111000000000000000
208,3247396,K00121.01,FALSE POSITIVE,8.811102200,2454969.457,5.06830,11111011101110111000000000000000
209,7303253,K00878.01,CONFIRMED,23.589171430,2455006.820,5.07300,11111111111111111000000000000000
210,5094751,K00123.01,CONFIRMED,6.481633073,2454955.978,3.78400,11111111111111111000000000000000
211,7678434,K00892.01,CONFIRMED,10.371689280,2455005.617,3.03500,11111111111111111000000000000000
212,7678434,K00892.02,CONFIRMED,3.969962980,2454970.754,1.17570,11111111111111111000000000000000
213,7685981,K00893.01,CONFIRMED,4.408413310,2455005.186,5.01200,01101111111111111000000000000000
214,7708215,K00894.01,FALSE POSITIVE,7.942617600,2455007.526,6.70300,11111111111111111000000000000000
215,7373451,K00881.02,CONFIRMED,226.890477500,2455040.360,7.55800,11111111111111111000000000000000
216,7377033,K00882.01,FALSE POSITIVE,1.956811408,2455003.694,2.19580,11111111111111111000000000000000
217,7380537,K00883.01,CANDIDATE,2.688899233,2455003.102,2.11275,11111111111111111000000000000000
218,7434875,K00884.01,CONFIRMED,9.439459486,2455010.186,2.89790,11111111111111111000000000000000
219,8349582,K00122.01,CONFIRMED,11.523067458,2454964.969,3.87570,11111111111111111000000000000000
220,7434875,K00884.02,CONFIRMED,20.477488430,2455011.668,2.83640,11111111111111111000000000000000
221,7434875,K00884.03,CONFIRMED,3.336123113,2454968.316,1.96160,11111111111111111000000000000000
222,7455287,K00886.01,CONFIRMED,8.010784560,2455003.207,2.31200,11111111111111111000000000000000
223,7455287,K00886.02,CONFIRMED,12.071342050,2454976.459,4.32240,11111111111111111000000000000000
224,7455287,K00886.03,CONFIRMED,20.995878720,2454985.316,2.63330,11111111111111111000000000000000
225,7458762,K00887.01,CONFIRMED,7.411131770,2455008.348,2.52420,11111111111111111000000000000000
226,7552344,K00888.01,FALSE POSITIVE,1.000747038,2455002.974,0.99670,11111111111111111000000000000000
227,757450,K00889.01,CONFIRMED,8.884922995,2455002.992,2.07004,11111111111111111000000000000000
228,7585481,K00890.01,CONFIRMED,8.098889060,2455009.624,4.20241,11111111111111111000000000000000
229,7663691,K00891.01,CONFIRMED,10.006530120,2455009.969,5.34400,11111111111111111000000000000000
230,5812701,K00012.01,CONFIRMED,17.855221681,2454979.596,7.41287,11111111111111111000000000000000
231,8013419,K00901.01,CANDIDATE,12.732624065,2455009.939,2.20830,11111111111111111000000000000000
232,8018547,K00902.01,CANDIDATE,83.924940320,2455069.763,6.79040,11111111111111111000000000000000
233,8039892,K00903.01,CONFIRMED,5.007316661,2455006.434,4.23620,11111111111111111000000000000000
234,8150320,K00904.01,CONFIRMED,2.211116989,2455003.150,1.64850,11111111111111111000000000000000
235,8150320,K00904.02,CONFIRMED,27.954133700,2455011.738,3.95000,11111111111111111000000000000000
236,11086270,K00124.01,CONFIRMED,12.691043870,2454970.126,3.77270,11111111111111111000000000000000
237,7767559,K00895.01,FALSE POSITIVE,4.409409243,2455004.894,3.86360,11111111111111111000000000000000
238,7825899,K00896.01,CONFIRMED,16.239470960,2455008.570,4.03740,11111111111111111000000000000000
239,7825899,K00896.02,CONFIRMED,6.308201629,2455007.048,2.97850,11111111111111111000000000000000
240,7849854,K00897.01,CONFIRMED,2.052349884,2455002.891,2.07780,11111111111111111000000000000000
241,7870390,K00898.01,CONFIRMED,9.770448600,2455008.714,2.45170,11111111111111111000000000000000
242,7870390,K00898.02,CONFIRMED,5.169804269,2455005.632,2.15300,11111111111111111000000000000000
243,5094751,K00123.02,CONFIRMED,21.222611950,2454970.574,6.50930,11111111111111111000000000000000
244,7870390,K00898.03,CONFIRMED,20.090170370,2454980.978,4.15400,11111111111111111000000000000000
245,7907423,K00899.01,CONFIRMED,7.113732570,2455007.324,2.17640,11111111111111111000000000000000
246,7907423,K00899.02,CONFIRMED,3.306551643,2454967.372,1.81770,11111111111111111000000000000000
247,7907423,K00899.03,CONFIRMED,15.368457370,2454980.390,2.47140,11111111111111111000000000000000
248,7938496,K00900.01,CONFIRMED,13.810203180,2455005.335,3.04800,11101111111111111000000000000000
249,8490993,K00911.01,CONFIRMED,4.093578461,2455004.010,2.58330,11111111111111111000000000000000
250,8490993,K00911.02,CONFIRMED,105.145959000,2455011.367,8.59300,11111111111111111000000000000000
251,8505670,K00912.01,CONFIRMED,10.848451800,2455004.806,2.99930,11111111111111111000000000000000
252,8505670,K00912.02,CONFIRMED,6.668332410,2454970.440,1.91500,11111111111111111000000000000000
253,8544996,K00913.01,CONFIRMED,4.082274889,2455002.638,3.23015,11111111111111111000000000000000
254,8552202,K00914.01,CANDIDATE,3.886655224,2455002.738,3.16460,11111111111111111000000000000000
255,8150320,K00904.03,CONFIRMED,42.140608900,2454972.060,5.08300,11111111111111111000000000000000
256,8150320,K00904.04,CONFIRMED,4.617490562,2454968.049,2.26180,11111111111111111000000000000000
257,8150320,K00904.05,CONFIRMED,10.198492550,2454970.921,2.42830,11111111111111111000000000000000
258,8180063,K00905.01,FALSE POSITIVE,5.795063956,2455005.697,3.24960,11111111111111111000000000000000
259,8226994,K00906.01,CONFIRMED,7.156815520,2455007.135,2.58820,11111111111111111000000000000000
260,8226994,K00906.02,CONFIRMED,17.648308510,2454966.545,2.08730,11111111111111111000000000000000
261,8226994,K00906.03,CONFIRMED,4.148107190,2454966.388,2.53500,11111111111111111000000000000000
262,8247638,K00907.01,CONFIRMED,16.514109890,2455009.117,4.15750,11101111111111111000000000000000
263,8247638,K00907.02,CONFIRMED,30.132929800,2455023.383,5.17200,11101111111111111000000000000000
264,8247638,K00907.03,CONFIRMED,4.790908090,2454969.311,2.60300,11101111111111111000000000000000
265,11086270,K00124.02,CONFIRMED,31.719810130,2454975.821,4.81900,11111111111111111000000000000000
266,8247638,K00907.04,CONFIRMED,99.641596200,2455031.687,4.44800,11101111111111111000000000000000
267,8255887,K00908.01,CONFIRMED,4.708326451,2455004.447,3.16114,11111111111111111000000000000000
268,8256049,K00909.01,FALSE POSITIVE,16.371986610,2455005.759,3.84490,11111111111111111000000000000000
269,8414716,K00910.01,CONFIRMED,5.392026903,2455004.727,2.98040,11111111111111111000000000000000
270,9140402,K00928.01,CANDIDATE,2.494170338,2455003.853,1.12210,11111111111111111000000000000000
271,9141746,K00929.01,CONFIRMED,6.491682808,2455007.634,4.30100,01101111111111111000000000000000
272,9159275,K00930.01,FALSE POSITIVE,3.044770796,2455005.019,10.01340,11111111111111111000000000000000
273,9166862,K00931.01,CONFIRMED,3.855603916,2455003.679,3.21790,11111111111111111000000000000000
274,9166870,K00932.01,FALSE POSITIVE,3.855599139,2455003.680,3.18300,11111111111111111000000000000000
275,11449844,K00125.01,CONFIRMED,38.478766290,2454984.853,5.04169,11111111111111111000000000000000
276,8605074,K00915.01,FALSE POSITIVE,37.601661282,2455027.713,8.30604,01101111111111111000000000000000
277,8628973,K00916.01,CONFIRMED,3.314947362,2455004.313,1.80070,11111111111111111000000000000000
278,8655354,K00917.01,FALSE POSITIVE,6.719690890,2455006.358,3.02310,11111111111111111000000000000000
279,8672910,K00918.01,CONFIRMED,39.643155200,2455039.597,6.52920,11111111111111111000000000000000
280,8686150,K00919.01,FALSE POSITIVE,51.425985780,2455006.536,16.94220,11111111111111111000000000000000
281,8689031,K00920.01,CONFIRMED,21.804516110,2455023.497,3.40970,11111111111111111000000000000000
282,8689373,K00921.01,CONFIRMED,10.281945930,2455008.340,3.43660,11111111111111111000000000000000
